steamid,playtime_forever,achievement_count,category_activity_pca_recalc,player_type
76561198047169991,1494,17,-0.337838916648126,0
76561198114416494,7670,36,3.1607867852246883,1
76561198047457459,7618,28,2.072838597114677,1
76561197962287503,785,0,-2.7426462184955027,0
76561197995968714,136,0,-2.7426462184955027,0
76561198239468552,6373,43,4.472595531198561,1
76561198134058298,18700,43,4.472595531198561,1
76561198062552118,250,0,-2.7426462184955027,0
76561198021447905,9363,35,3.133970429712042,1
76561198149355274,9402,43,4.472595531198561,1
76561197989848084,45306,28,1.7909270352010125,1
76561198015122447,1368,24,1.2345324609358812,1
76561198000667675,228,0,-2.7426462184955027,0
76561198075447635,3949,28,1.8434069735343137,1
76561197963212954,2883,0,-2.7426462184955027,0
76561197995657648,503,11,-1.0979727851544725,0
76561198001271805,254,2,-2.542883349245559,0
76561198006847847,451,0,-2.7426462184955027,0
76561198006075404,188,0,-2.7426462184955027,0
76561197970236696,997,8,-1.6901991105477707,0
76561197985238561,7548,30,2.1536329010684816,1
76561198025014146,429,12,-0.8146947456412891,0
76561198016331152,401,4,-2.070195804865973,0
76561198052125808,2715,20,0.1468523131677641,0
76561197988262272,602,0,-2.7426462184955027,0
76561198031956733,14887,43,4.472595531198561,1
76561198314627469,480,0,-2.7426462184955027,0
76561199004429648,3974,43,4.472595531198561,1
76561198001180013,306,0,-2.7426462184955027,0
76561198058925468,418,0,-2.7426462184955027,0
76561198050615194,17515,33,2.695718643386124,1
76561198036541930,783,0,-2.7426462184955027,0
76561198058253727,5934,43,4.472595531198561,1
76561197973141301,5335,24,1.159271628872548,1
76561198403370432,208,0,-2.7426462184955027,0
76561198079972348,192,0,-2.7426462184955027,0
76561198013143519,104,7,-1.878174258871566,0
76561198013433521,4276,27,1.7440793442094749,1
76561198257422651,75,1,-2.642764783870531,0
76561198016946768,210,8,-1.5988519710264184,0
76561198073191426,19013,43,4.472595531198561,1
76561198085540793,10186,24,1.1338814902835483,1
76561197996753153,194,0,-2.7426462184955027,0
76561197962545891,592,0,-2.7426462184955027,0
76561198001537536,741,0,-2.7426462184955027,0
76561197970461293,146,7,-1.7795988448105964,0
76561198067031569,555,0,-2.7426462184955027,0
76561197976469696,13286,29,1.834218269650024,1
76561198060985668,277,0,-2.7426462184955027,0
76561197982273259,212,0,-2.7426462184955027,0
76561197991584508,2381,20,0.4685775520736499,0
76561198005235749,151,0,-2.7426462184955027,0
76561197985011830,446,13,-0.7647502669345951,0
76561198002139581,346,0,-2.7426462184955027,0
76561198010594992,707,16,-0.0318490421178925,0
76561198005025910,11570,32,2.525925962107176,1
76561197999701119,725,0,-2.7426462184955027,0
76561198160700469,1233,0,-2.7426462184955027,0
76561198032150922,4253,24,1.347354439851713,1
76561198003246975,571,0,-2.7426462184955027,0
76561197968511678,375,0,-2.7426462184955027,0
76561198007818758,652,13,-0.5884666584650923,0
76561197971164024,1144,0,-2.7426462184955027,0
76561198001500827,22654,43,4.472595531198561,1
76561198064197954,6007,31,2.61810376345264,1
76561197989217266,6904,33,2.7825631994119,1
76561198083142373,716,3,-2.4430019146205866,0
76561198018137472,990,12,-0.9142036114202828,0
76561198062255168,907,17,-0.1448940631157926,0
76561198220046737,1205,19,0.2786757055861134,0
76561198004393508,440,12,-0.7778761633314948,0
76561198016438920,391,4,-2.2395753944976566,0
76561198863283245,161,10,-1.0826102493008034,0
76561197970312414,174,0,-2.7426462184955027,0
76561197999106555,1292,17,-0.2075365124288655,0
76561197962054695,1320,14,-0.6240884253688865,0
76561197987673251,15112,38,3.607650462600996,1
76561198213368405,465,0,-2.7426462184955027,0
76561198067608206,679,9,-1.3944919991854643,0
76561198035849045,6846,4,-2.3431204799956147,0
76561198002973360,59498,39,3.7515787540753793,1
76561198112795258,1186,0,-2.7426462184955027,0
76561198065877448,195,0,-2.7426462184955027,0
76561198040923840,9147,34,2.7638730878528053,1
76561197970435029,6129,3,-2.240881415061659,0
76561198846308272,565,0,-2.7426462184955027,0
76561198366638721,253,0,-2.7426462184955027,0
76561197992462053,3290,26,1.6932029900589396,1
76561198025391492,741,16,-0.15431397578131,0
76561198042978992,515,9,-1.1901128965239078,0
76561198802661056,218,1,-2.642764783870531,0
76561198067950201,32389,38,3.586566984990849,1
76561198000863979,754,0,-2.7426462184955027,0
76561198362959824,11327,43,4.472595531198561,1
76561198041031091,715,13,-0.5126928114573898,0
76561198043982405,3312,0,-2.7426462184955027,0
76561198137933363,600,6,-2.044782196684701,0
76561197976530450,13654,38,3.607650462600996,1
76561198033103032,9265,28,1.6623832432261574,1
76561197997697109,655,0,-2.7426462184955027,0
76561198007759830,74,0,-2.7426462184955027,0
76561198047414009,3730,33,2.735681446360445,1
76561198043832583,1470,0,-2.7426462184955027,0
76561197986793562,429,0,-2.7426462184955027,0
76561198030516476,34056,27,1.5875005150780823,1
76561197982655680,3115,19,0.1783954937226478,0
76561198082583564,2560,26,1.6944666777645452,1
76561198112890258,939,0,-2.7426462184955027,0
76561199078295060,3101,43,4.472595531198561,1
76561197971565582,381,0,-2.7426462184955027,0
76561198189249125,440,0,-2.7426462184955027,0
76561198026506133,41,0,-2.7426462184955027,0
76561197966468553,75288,40,3.931832948356175,1
76561198042731036,7077,30,2.196827619356919,1
76561198036256662,203,7,-1.5243841445827182,0
76561198385965145,31,4,-2.3431204799956147,0
76561198072678486,434,7,-1.5324980366842331,0
76561198014216780,2801,33,2.744386254271056,1
76561198032544384,215,0,-2.7426462184955027,0
76561198024647859,32809,43,4.472595531198561,1
76561198060563982,156,0,-2.7426462184955027,0
76561198971959226,800,13,-0.6162378969553476,0
76561197992044606,1021,9,-1.332735167434289,0
76561197960643486,479,0,-2.7426462184955027,0
76561197970831374,16682,37,3.406312790710053,1
76561198018813445,112,5,-2.0411185458117154,0
76561198029262157,3564,43,4.472595531198561,1
76561198062600893,4091,18,-0.0737777757346162,0
76561197990004842,390,12,-0.8464217357995799,0
76561197970724214,1987,22,0.8028488001324602,1
76561197964343044,231,2,-2.3685340881768866,0
76561198060871246,48,3,-2.344426500559617,0
76561198052481833,15553,43,4.472595531198561,1
76561197996411349,130,6,-1.8704329356160292,0
76561198042484540,635,11,-0.9903500272739636,0
76561198090812798,643,7,-1.5843823640894878,0
76561198028866149,1139,0,-2.7426462184955027,0
76561198054960169,435,0,-2.7426462184955027,0
76561198042890140,134,7,-1.8671795435650504,0
76561198185428926,4520,31,2.47974061281254,1
76561198003231683,1970,20,0.4545605368171226,0
76561198040884867,2171,0,-2.7426462184955027,0
76561198052138190,196,0,-2.7426462184955027,0
76561198066543155,8398,29,2.0351893529807716,1
76561198091078414,467,10,-1.136212666149178,0
76561198338219143,4523,29,2.2839949589096307,1
76561198029988932,266,0,-2.7426462184955027,0
76561198027732341,348,0,-2.7426462184955027,0
76561198178557050,1948,43,4.472595531198561,1
76561197998096051,4598,43,4.472595531198561,1
76561198416224768,131,0,-2.7426462184955027,0
76561197985318459,122,7,-1.6670064154930997,0
76561198075984299,12753,35,2.936506069535469,1
76561198010505891,2761,16,-0.2633710902044259,0
76561198010206173,153,10,-1.264580722967608,0
76561197995820083,3179,27,1.6800174062686015,1
76561198057283373,336,0,-2.7426462184955027,0
76561197987084546,21838,27,1.5329719578665246,1
76561197998493121,631,1,-2.4684155228018585,0
76561197980351392,207,7,-1.8413556765617716,0
76561198143491401,816,11,-1.1905231553459146,0
76561198039392732,10368,30,2.109246920602465,1
76561198004624882,22366,37,3.4536334088229808,1
76561197985754559,484,0,-2.7426462184955027,0
76561198025618418,9321,37,3.4173075060165687,1
76561198074190161,12605,31,2.278999079080127,1
76561198047506795,32409,43,4.472595531198561,1
76561197988769508,2752,3,-1.995727978422273,0
76561197991243081,602,0,-2.7426462184955027,0
76561197967578704,6685,23,0.8432450301950322,1
76561198870916350,4376,43,4.472595531198561,1
76561198037802252,442,3,-2.344426500559617,0
76561198196483042,345,7,-1.6670064154930997,0
76561198049445507,2734,20,0.4427536850703714,0
76561198061493460,11694,33,2.764439951010634,1
76561198081156647,4071,28,1.746453761292163,1
76561198023791161,71329,40,3.939454160954307,1
76561198016291889,96,3,-2.3003796437102055,0
76561199211843965,34655,43,4.472595531198561,1
76561198004429817,128,7,-1.6719760869300877,0
76561197989964238,282,0,-2.7426462184955027,0
76561198025796747,286,0,-2.7426462184955027,0
76561198051840144,524,0,-2.7426462184955027,0
76561197964134665,7609,43,4.472595531198561,1
76561198133918114,2723,20,0.5212202014772304,0
76561198013359357,315,0,-2.7426462184955027,0
76561197994872286,8726,33,2.639507467641718,1
76561198087088306,7904,29,2.056056572633208,1
76561198347518030,510,0,-2.7426462184955027,0
76561198219536444,599,2,-2.542883349245559,0
76561198018185345,1097,18,0.1194036711964147,0
76561198000877379,6381,43,4.472595531198561,1
76561198089235746,534,0,-2.7426462184955027,0
76561198025620038,7600,34,2.86284143997229,1
76561198994062628,2430,43,4.472595531198561,1
76561198047455579,423,17,0.1864621130950159,0
76561198022807781,2756,0,-2.7426462184955027,0
76561198074783402,530,0,-2.7426462184955027,0
76561197987296023,13823,27,1.566268249368084,1
76561198024735043,49531,43,4.472595531198561,1
76561198448119212,197,0,-2.7426462184955027,0
76561197970850127,105,7,-1.5942548684354083,0
76561198047884970,2742,21,0.6670344007595915,1
76561198872198245,4395,42,4.269169011075631,1
