,steamid,playtime_forever,achievement_count,crafting_count,player_killer_count,combat_count,exploration_count,death_count,leveling_count,survival_count,efficiency_score,max_survive_minutes,max_items_crafted,max_zombie_kills,max_player_kills,max_travel,max_level,max_fortitude,max_die_times,combat_count_ratio,crafting_count_ratio,exploration_count_ratio,survival_count_ratio,death_count_ratio,player_killer_count_ratio,leveling_count_ratio
10,76561197998961605,683,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,76561198005025910,11570,32,7,1,9,5,3,4,3,0.002765773552290406,600,1500,2500,1,250,140,8,14,0.28125,0.21875,0.15625,0.09375,0.09375,0.03125,0.125
12,76561198027512879,4568,43,8,4,11,6,4,5,5,0.009413309982486864,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
13,76561198063902227,89,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,76561198011903621,651,11,6,0,1,1,1,1,1,0.016897081413210446,60,500,10,0,10,7,0,1,0.09090909090909091,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091
15,76561198028070463,244,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,76561197980160533,479,1,0,0,1,0,0,0,0,0.0020876826722338203,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,76561197977796719,392,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,76561198003365406,61227,42,8,3,11,6,4,5,5,0.0006859718751531188,1680,5000,2500,10,1000,300,10,28,0.2619047619047619,0.19047619047619047,0.14285714285714285,0.11904761904761904,0.09523809523809523,0.07142857142857142,0.11904761904761904
19,76561198002516604,46622,33,8,0,7,5,4,5,4,0.0007078203423276565,1680,5000,2500,0,1000,300,4,28,0.21212121212121213,0.24242424242424243,0.15151515151515152,0.12121212121212122,0.12121212121212122,0.0,0.15151515151515152
20,76561198008486113,266,1,1,0,0,0,0,0,0,0.0037593984962406013,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,76561198075674749,410,10,3,0,2,1,1,1,2,0.024390243902439025,180,0,10,0,10,7,0,1,0.2,0.3,0.1,0.2,0.1,0.0,0.1
22,76561197990183727,10876,28,6,3,6,4,4,3,2,0.0025744759102611253,180,500,2500,10,250,70,0,28,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.10714285714285714,0.10714285714285714
23,76561198067708484,494,11,5,0,3,1,0,1,1,0.022267206477732792,60,50,10,0,10,7,4,0,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091
24,76561197991655057,6408,43,8,4,11,6,4,5,5,0.006710362047440699,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
25,76561197996160525,76,9,3,0,5,0,0,1,0,0.11842105263157894,0,0,10,0,0,7,10,0,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.1111111111111111
26,76561198037802252,442,3,2,0,0,0,1,0,0,0.006787330316742082,0,0,0,0,0,0,0,1,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
27,76561197969100147,478,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,76561198833431225,484,43,8,4,11,6,4,5,5,0.08884297520661157,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
29,76561198033263509,4184,43,8,4,11,6,4,5,5,0.010277246653919695,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
30,76561198040600573,430,43,8,4,11,6,4,5,5,0.1,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
31,76561198098132374,150,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,76561198025391492,741,16,5,0,3,1,3,2,2,0.021592442645074223,180,500,100,0,10,28,0,14,0.1875,0.3125,0.0625,0.125,0.1875,0.0,0.125
33,76561198219728397,191,43,8,4,11,6,4,5,5,0.225130890052356,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
34,76561198025859378,2973,43,8,4,11,6,4,5,5,0.01446350487722839,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
35,76561197997697109,655,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,76561198261994200,187,43,8,4,11,6,4,5,5,0.22994652406417113,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
37,76561198118371170,783,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,76561198012557600,1732,23,4,0,7,2,1,4,5,0.013279445727482679,1680,0,500,0,50,140,8,1,0.30434782608695654,0.17391304347826086,0.08695652173913043,0.21739130434782608,0.043478260869565216,0.0,0.17391304347826086
39,76561198132235994,250,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,76561199223078836,178,43,8,4,11,6,4,5,5,0.24157303370786518,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
41,76561198842269103,14722,43,8,4,11,6,4,5,5,0.0029207988045102566,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
42,76561198118421272,131,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,76561198113457184,470,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,76561198003319092,3279,43,8,4,11,6,4,5,5,0.013113754193351632,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
45,76561198018420672,32570,43,8,4,11,6,4,5,5,0.0013202333435677004,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
46,76561198028125071,565,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,76561199266591526,1090,43,8,4,11,6,4,5,5,0.03944954128440367,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
48,76561198042619868,4928,40,8,4,11,5,4,5,3,0.008116883116883116,180,5000,2500,25,250,300,10,28,0.275,0.2,0.125,0.075,0.1,0.1,0.125
49,76561198300270231,458,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,76561198851670847,341,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,76561198185575257,27725,43,8,4,11,6,4,5,5,0.001550946798917944,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
52,76561198063348352,444,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,76561198005648447,1613,18,6,0,6,2,0,1,3,0.011159330440173589,600,500,100,0,50,7,8,0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.0,0.0,0.05555555555555555
54,76561198033338283,3895,43,8,4,11,6,4,5,5,0.011039794608472401,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
55,76561197988167503,578,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,76561198015749826,1321,14,4,0,3,2,2,1,2,0.010598031794095382,180,50,100,0,50,7,0,7,0.21428571428571427,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142
57,76561198172925593,79682,37,8,0,10,6,4,5,4,0.00046434577445345245,1680,5000,2500,0,1000,300,10,28,0.2702702702702703,0.21621621621621623,0.16216216216216217,0.10810810810810811,0.10810810810810811,0.0,0.13513513513513514
58,76561197999339700,552,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,76561199419240894,678,43,8,4,11,6,4,5,5,0.06342182890855458,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
60,76561198115009354,37915,43,8,4,11,6,4,5,5,0.0011341157853092443,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
61,76561197979667190,141,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,76561197966690560,28039,43,8,4,11,6,4,5,5,0.0015335782303220514,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
63,76561198433683621,38249,39,8,2,10,5,4,5,5,0.0010196345002483724,1680,5000,2500,5,1000,300,10,28,0.2564102564102564,0.20512820512820512,0.1282051282051282,0.1282051282051282,0.10256410256410256,0.05128205128205128,0.1282051282051282
64,76561198323009493,32889,43,8,4,11,6,4,5,5,0.0013074280154458937,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
65,76561198087089368,455,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,76561197995828394,1146,27,5,4,7,2,4,3,2,0.02356020942408377,180,50,100,25,50,70,8,28,0.25925925925925924,0.18518518518518517,0.07407407407407407,0.07407407407407407,0.14814814814814814,0.14814814814814814,0.1111111111111111
67,76561198236381260,11879,43,8,4,11,6,4,5,5,0.0036198333193029715,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
68,76561198092042574,539,43,8,4,11,6,4,5,5,0.07977736549165121,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
69,76561198022898802,4528,43,8,4,11,6,4,5,5,0.009496466431095406,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
70,76561198011979289,386,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,76561198167940370,6290,20,5,1,4,2,4,2,2,0.003179650238473768,180,50,100,1,50,28,0,28,0.2,0.25,0.1,0.1,0.2,0.05,0.1
72,76561197969417973,4907,43,8,4,11,6,4,5,5,0.008762991644589362,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
73,76561197985841875,194,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,76561199024473554,418,43,8,4,11,6,4,5,5,0.10287081339712918,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
75,76561198033808029,272,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,76561198094413234,3492,43,8,4,11,6,4,5,5,0.012313860252004582,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
77,76561198335061024,454,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,76561197970389924,39861,43,8,4,11,6,4,5,5,0.0010787486515641855,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
79,76561198040178115,397,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,76561198353518467,6941,43,8,4,11,6,4,5,5,0.006195072756087019,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
81,76561198051177321,1459,13,6,0,2,1,1,1,2,0.008910212474297465,180,500,10,0,10,7,0,1,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693
82,76561198083787826,201888,43,8,4,11,6,4,5,5,0.0002129893802504359,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
83,76561198046878168,359,2,2,0,0,0,0,0,0,0.005571030640668524,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84,76561198000388603,22470,32,8,0,8,6,1,5,4,0.0014241210502892747,1680,5000,500,0,1000,300,8,1,0.25,0.25,0.1875,0.125,0.03125,0.0,0.15625
85,76561198174102790,383,43,8,4,11,6,4,5,5,0.1122715404699739,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
86,76561198025111129,188,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,76561197995281961,570,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,76561199158305270,7187,43,8,4,11,6,4,5,5,0.005983024906080423,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
89,76561198006766715,11189,40,8,4,11,4,3,5,5,0.00357493967289302,1680,5000,2500,25,50,300,10,14,0.275,0.2,0.1,0.125,0.075,0.1,0.125
90,76561198018254158,19566,43,8,4,11,6,4,5,5,0.0021976898701829705,1680,5000,2500,25,1000,300,10,28,0.2558139534883721,0.18604651162790697,0.13953488372093023,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.11627906976744186
91,76561198033624455,38,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,76561197976469696,13286,29,8,0,8,5,1,5,2,0.002182748758091224,180,5000,500,0,250,300,8,1,0.27586206896551724,0.27586206896551724,0.1724137931034483,0.06896551724137931,0.034482758620689655,0.0,0.1724137931034483
93,76561197994575642,352,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,76561198067208458,529,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
