steamid,playtime_forever,achievement_count,efficiency_score,max_survive_minutes,max_items_crafted,max_zombies_killed,max_players_killed,max_fortitude_skill,max_travel_distance,max_death_count,max_character_level,playtime_outlier,impossible_survival,zero_achieve_high_playtime,suspect_flag,max_activity_mean,max_activity_pca
76561198018534147,189,9,0.0476190476190476,0,0,10,25,0,0,1,7,False,False,False,False,-0.7589599573994594,-1.5177919934097923
76561198003213686,125,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198000562069,6799,31,0.0045594940432416,600,5000,2500,0,8,250,28,140,False,False,False,False,0.7892332021229509,1.576756246715463
76561199005596744,264,43,0.1628787878787878,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561198053605081,5345,27,0.0050514499532273,180,50,500,1,10,50,28,70,False,False,False,False,-0.4648838586892984,-0.9279830540893906
76561198029023990,11774,41,0.0034822490232716,1680,5000,2500,25,10,250,28,140,False,False,False,False,1.153841094620126,2.3075659320650095
76561197972745621,362,5,0.0138121546961325,0,0,10,0,0,0,1,0,False,False,False,False,-0.7723603676402566,-1.5446043690422935
76561198385306369,324,43,0.132716049382716,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561198065699464,15444,43,0.0027842527842527,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197963550511,480,3,0.00625,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197960485586,353,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198031220488,312,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198087733716,3796,24,0.006322444678609,60,500,500,1,0,50,28,70,False,False,False,False,-0.4562512333141385,-0.9117941293464521
76561198013143519,104,7,0.0673076923076923,0,50,10,0,0,0,0,7,False,False,False,False,-0.7534994447960814,-1.5069708821994714
76561198011348528,2575,21,0.0081553398058252,600,500,500,0,4,50,1,140,False,False,False,False,-0.13994318465757927,-0.2782655303466673
76561198974195624,6131,43,0.00701353775893,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197974283794,299,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197971576301,484,6,0.012396694214876,0,0,10,0,0,0,1,0,False,False,False,False,-0.7723603676402566,-1.5446043690422935
76561197971348591,2593,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198066018764,13554,43,0.0031724952043677,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198000459192,60,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198025796747,286,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198052125808,2715,20,0.007366482504604,0,5000,500,0,6,50,1,70,False,False,False,False,0.014938906962255874,0.021505341507454867
76561197978965270,13612,43,0.0031589773729062,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198152365403,2819,43,0.0152536360411493,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197989187753,570,6,0.0105263157894736,0,0,10,25,0,0,1,0,False,False,False,False,-0.7723603676402566,-1.5446043690422935
76561198078952194,3535,43,0.0121640735502121,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197971981160,22484,40,0.0017790428749332,1680,5000,2500,1,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198081156647,4071,28,0.0068779169737165,1680,1500,500,0,6,250,1,70,False,False,False,False,0.19987085749918312,0.40084262288428585
76561198381239848,433,43,0.0993071593533487,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561197971437698,374,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198075749816,571,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198020850053,402,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198871277392,8524,43,0.0050445800093852,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198193698835,5775,31,0.0053679653679653,1680,5000,2500,0,10,250,1,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198015122447,1368,24,0.0175438596491228,600,500,500,0,10,50,1,70,False,False,False,False,-0.27394728706555094,-0.546389286671679
76561198119652767,59,3,0.0508474576271186,0,0,0,0,0,0,1,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198061438211,941,43,0.0456960680127523,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561198026221093,27751,42,0.0015134589744513,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198140831121,617,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198029593271,461,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198013680011,977,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197985238561,7548,30,0.0039745627980922,600,5000,500,1,8,250,28,28,False,False,False,False,0.13709638579368127,0.26663646846219585
76561197988445370,49,1,0.0204081632653061,0,0,0,0,0,0,1,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197990912078,3556,18,0.0050618672665916,180,50,100,0,0,50,1,140,False,False,False,False,-0.4184258067766296,-0.8360836513910286
76561198067950201,32389,38,0.0011732378276575,600,5000,2500,1,10,1000,28,300,False,False,False,False,1.0955282933411719,2.1896105468869185
76561198169462091,704,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198005871916,3346,43,0.0128511655708308,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197982655680,3115,19,0.006099518459069,180,5000,500,0,4,50,1,28,False,False,False,False,-0.004695572399664616,-0.017567298062627763
76561197988437395,6080,32,0.0052631578947368,1680,5000,500,0,10,250,14,300,False,False,False,False,1.022405933361832,2.0392984641032164
76561198092258220,173,2,0.0115606936416184,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197985194039,2110,9,0.0042654028436018,60,50,10,0,0,10,1,7,False,False,False,False,-0.7332434507684606,-1.4663703441244966
76561197960393604,103,7,0.0679611650485436,0,0,10,0,0,0,1,0,False,False,False,False,-0.7723603676402566,-1.5446043690422935
76561198028866149,1139,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198077248235,369,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197970850127,105,7,0.0666666666666666,60,0,10,0,0,0,1,0,False,False,False,False,-0.7521043736126358,-1.5040038309673187
76561198112313168,591,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197978017307,129,7,0.0542635658914728,60,50,0,0,0,0,0,0,False,False,False,False,-0.7488325122716405,-1.497588328597664
76561197986862386,185,3,0.0162162162162162,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198034698530,393,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197987212565,14984,43,0.0028697277095568,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198041323297,211,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197961048460,289,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561199086098585,444,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198048430200,598,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198864851315,241,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198162722657,2330,16,0.0068669527896995,60,1500,100,0,0,50,7,28,False,False,False,False,-0.5149894931866655,-1.0324705125616906
76561198029049127,408,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198178557050,1948,43,0.0220739219712525,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198282335679,563,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198124738753,32557,37,0.0011364683478207,1680,5000,2500,0,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197967576247,963,15,0.0155763239875389,180,50,100,0,0,10,14,0,False,False,False,False,-0.686434011592573,-1.372331164041052
76561198003048979,9581,26,0.0027137042062415,60,5000,500,0,0,1000,28,70,False,False,False,False,0.035194900989876696,0.062105879582429635
76561198021422660,259,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198096655954,6231,40,0.0064195153265928,600,5000,2500,25,10,250,28,300,False,False,False,False,1.0955282933411719,2.1896105468869185
76561198273714027,503,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198192866085,334,43,0.1287425149700598,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561198022852314,559,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561199041710124,512,14,0.02734375,60,50,100,0,4,10,1,0,False,False,False,False,-0.7269459996478147,-1.4535322401910016
76561198023791161,71329,40,0.0005607817297312,1680,5000,2500,5,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198034574711,2093,18,0.0086000955566172,0,1500,100,0,0,50,7,70,False,False,False,False,-0.4548430257695034,-0.9121967968416583
76561198856841858,817,43,0.0526315789473684,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561198096019960,373,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197989342663,3625,30,0.0082758620689655,1680,1500,2500,0,10,250,7,70,False,False,False,False,0.637601109975698,1.2819643910175342
76561198366638721,253,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198068624982,393,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198173634835,380,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561199211843965,34655,43,0.0012408021930457,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197991243081,602,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197987453398,439,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198145427903,16809,39,0.0023201856148491,600,5000,500,25,10,250,28,140,False,False,False,False,0.35150294964643597,0.6956344785822147
76561197962061039,133,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198003246975,571,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198093799893,250,11,0.044,0,50,10,0,6,10,1,7,False,False,False,False,-0.7534994447960814,-1.5069708821994714
76561198343765519,374,43,0.1149732620320855,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561197994729999,164,5,0.0304878048780487,60,0,10,0,0,0,1,0,False,False,False,False,-0.7521043736126358,-1.5040038309673187
76561198089950070,1446,43,0.0297372060857538,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561198036984413,81416,43,0.0005281517146506,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197998776409,262,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198021436484,201,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198047270545,5114,25,0.0048885412592882,1680,1500,2500,0,0,1000,1,70,False,False,False,False,0.637601109975698,1.2819643910175342
76561198029925667,1515,17,0.0112211221122112,0,1500,100,1,0,50,7,28,False,False,False,False,-0.5352454872142864,-1.0730710506366654
76561198024981381,661,14,0.021180030257186,180,50,100,0,0,10,1,7,False,False,False,False,-0.6730336013517758,-1.3455187884085509
76561198002956670,5077,36,0.0070908016545203,1680,1500,2500,25,10,250,14,140,False,False,False,False,0.7716052123836696,1.550088147342546
76561197976001012,37,5,0.1351351351351351,0,0,10,0,0,0,0,7,False,False,False,False,-0.7589599573994594,-1.5177919934097923
76561198322530254,69,6,0.0869565217391304,0,0,10,0,0,0,1,0,False,False,False,False,-0.7723603676402566,-1.5446043690422935
76561198009471319,402,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198148591890,281,43,0.1530249110320284,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561198066694652,88,8,0.0909090909090909,0,50,0,0,0,0,7,28,False,False,False,False,-0.7154868653360726,-1.4309393641426342
76561197992174178,481,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197967503679,272,9,0.0330882352941176,60,0,10,0,0,10,1,0,False,False,False,False,-0.7521043736126358,-1.5040038309673187
76561197969991065,1550,21,0.0135483870967741,180,1500,100,0,0,50,14,70,False,False,False,False,-0.3940750436866408,-0.7903951826167339
76561198064614327,3799,36,0.0094761779415635,600,1500,2500,10,10,250,28,300,False,False,False,False,0.7132924111047156,1.4321327621644546
76561197989999060,5210,43,0.0082533589251439,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198149424034,325,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198065795715,423,6,0.0141843971631205,0,0,10,0,0,0,1,0,False,False,False,False,-0.7723603676402566,-1.5446043690422935
76561198023073191,37749,43,0.0011391030225966,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197987755126,414,18,0.0434782608695652,60,50,10,25,0,10,28,7,False,False,False,False,-0.7332434507684606,-1.4663703441244966
76561198187580027,526,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198279067706,262,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198044531564,16117,42,0.0026059440342495,1680,5000,2500,25,10,250,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198249063862,2250,43,0.0191111111111111,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198065892602,618,9,0.0145631067961165,0,50,0,0,0,10,14,0,False,False,False,False,-0.7690885062992613,-1.5381888666726389
76561197982720629,326,2,0.0061349693251533,0,0,0,0,0,0,1,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197966618551,1101,12,0.0108991825613079,60,50,100,0,0,10,7,7,False,False,False,False,-0.7135455894070175,-1.4267198645585004
76561198972315676,466,16,0.0343347639484978,0,50,100,0,6,10,28,7,False,False,False,False,-0.7338015834346383,-1.4673204026334752
76561197970340464,40382,43,0.0010648308652369,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197993529677,464,10,0.021551724137931,60,50,10,0,0,10,1,7,False,False,False,False,-0.7332434507684606,-1.4663703441244966
76561198089611316,480,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198036541930,783,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198242439926,22012,43,0.0019534799200436,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198288035657,14387,43,0.0029888093417668,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197974786730,6067,34,0.0056040876874896,60,1500,500,25,10,50,14,300,False,False,False,False,0.09325821237961307,0.18560615135643302
76561197990093159,149,8,0.0536912751677852,60,0,10,0,0,10,1,0,False,False,False,False,-0.7521043736126358,-1.5040038309673187
76561198000935729,30314,32,0.0010556178663323,1680,1500,500,5,10,50,7,140,False,False,False,False,0.3338749599071548,0.6689663792092977
76561198027214426,57652,43,0.0007458544369666,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561199143126237,624,3,0.0048076923076923,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197964454963,40,5,0.125,0,0,0,0,0,0,1,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198075447635,3949,28,0.0070904026335781,600,1500,2500,0,10,250,1,140,False,False,False,False,0.4069973198864946,0.8192784619929994
76561198022620733,3065,35,0.0114192495921696,600,5000,500,25,8,50,14,140,False,False,False,False,0.35150294964643597,0.6956344785822147
76561198076999456,19883,39,0.0019614746265654,1680,5000,2500,25,6,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198033103032,9265,28,0.0030221262817053,600,5000,2500,0,4,250,14,140,False,False,False,False,0.7892332021229509,1.576756246715463
76561197981732215,2723,20,0.0073448402497245,180,500,500,0,0,50,7,28,False,False,False,False,-0.4961417067036798,-0.9914673069915095
76561197969604501,16823,43,0.0025560244902811,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198050854730,1362,21,0.0154185022026431,180,500,100,0,0,50,14,70,False,False,False,False,-0.5032852957541998,-1.0068174068231521
76561198051733124,42939,43,0.0010014206199492,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198084092954,3037,43,0.0141587092525518,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197970312414,174,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198054960169,435,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198006268674,14516,43,0.0029622485533204,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197984235967,401,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198029374030,109,5,0.0458715596330275,60,0,10,0,4,0,0,7,False,False,False,False,-0.7387039633718386,-1.4771914553348175
76561197970377585,440,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197978569122,15006,34,0.0022657603625216,1680,5000,2500,0,8,1000,14,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198071922719,570,4,0.0070175438596491,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198403370432,208,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198029800969,493,6,0.0121703853955375,0,0,10,0,0,0,1,0,False,False,False,False,-0.7723603676402566,-1.5446043690422935
76561198119104567,10669,43,0.0040303683569219,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197975942806,149,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198879557541,1148,43,0.0374564459930313,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561197962767542,546,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197964222909,90,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197984813768,595,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198142329708,424,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197991584508,2381,20,0.0083998320033599,180,1500,500,0,0,50,7,28,False,False,False,False,-0.3869314546361209,-0.7750450827850914
76561198078498143,217,7,0.032258064516129,60,0,10,0,0,10,1,0,False,False,False,False,-0.7521043736126358,-1.5040038309673187
76561198079213042,31926,36,0.0011276075925577,1680,5000,2500,0,10,1000,14,140,False,False,False,False,1.153841094620126,2.3075659320650095
76561198861426666,302,3,0.009933774834437,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198299932182,72,4,0.0555555555555555,0,0,0,0,0,0,1,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198262860208,406,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198000574093,11309,28,0.0024759041471394,600,5000,2500,0,0,250,28,140,False,False,False,False,0.7892332021229509,1.576756246715463
76561197989374217,515,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198016291889,96,3,0.03125,0,0,0,0,0,0,1,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198006268774,568,6,0.0105633802816901,60,0,10,0,0,0,0,0,False,False,False,False,-0.7521043736126358,-1.5040038309673187
76561199095412999,380,43,0.1131578947368421,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561198028385225,15453,43,0.0027826312042969,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198082995144,6310,43,0.0068145800316957,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197987089584,68,4,0.0588235294117647,0,0,10,0,0,0,1,0,False,False,False,False,-0.7723603676402566,-1.5446043690422935
76561198993697628,1770,27,0.0152542372881355,60,500,100,1,10,50,14,140,False,False,False,False,-0.40979318140146975,-0.81989472664809
76561198074195807,8582,43,0.0050104870659519,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197972256700,1867,30,0.0160685591858596,600,1500,500,0,10,50,28,140,False,False,False,False,-0.03073293259002033,-0.06184330614024904
76561198857139749,308,43,0.1396103896103896,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561198080106269,322,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197982570032,162959,43,0.0002638700532035,1680,5000,2500,25,10,1000,28,300,True,False,False,True,1.460136185838347,2.9204202322364647
76561198001537536,741,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197965165543,935,10,0.0106951871657754,0,50,10,0,0,10,7,7,False,False,False,False,-0.7534994447960814,-1.5069708821994714
76561198286311746,991,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198034385973,214,7,0.0327102803738317,0,0,10,0,0,0,1,0,False,False,False,False,-0.7723603676402566,-1.5446043690422935
76561197966930309,623,18,0.0288924558587479,60,500,100,0,10,10,1,7,False,False,False,False,-0.664400975976616,-1.3293298636656123
76561198034536984,2017,25,0.0123946455131383,600,50,100,0,10,50,14,300,False,False,False,False,0.029661242634937246,0.060974415305250315
76561198017412419,6078,43,0.0070746956235603,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198275249113,5532,35,0.0063268257411424,600,1500,2500,10,10,250,28,300,False,False,False,False,0.7132924111047156,1.4321327621644546
76561197995434036,157,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198030225688,315,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198024958702,15436,43,0.0027856957761078,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198031837797,441,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197995588045,52,4,0.0769230769230769,0,0,0,0,0,0,1,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197978201633,344,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198005230618,17961,34,0.0018929903680195,1680,5000,2500,0,10,250,1,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561197960405174,206,6,0.029126213592233,0,0,10,0,0,10,1,0,False,False,False,False,-0.7723603676402566,-1.5446043690422935
76561198086107514,1025,20,0.0195121951219512,180,50,100,0,0,1000,14,28,False,False,False,False,-0.6328323706293844,-1.2650816615110474
76561198004595236,18380,43,0.0023394994559303,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198834458897,1691,43,0.0254287403903016,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198170081071,361,5,0.0138504155124653,0,0,0,0,0,0,1,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197998617324,70,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561197963473450,547,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198053070206,394,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198030277114,429,11,0.0256410256410256,60,0,10,0,0,10,7,7,False,False,False,False,-0.7387039633718386,-1.4771914553348175
76561198083931265,2683,43,0.0160268356317555,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561199089502145,218,43,0.1972477064220183,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561198176059619,339,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198119067891,8573,31,0.003616003732649,600,5000,2500,1,4,250,28,140,False,False,False,False,0.7892332021229509,1.576756246715463
76561197979169919,3208,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198196483042,345,7,0.0202898550724637,0,0,10,0,0,0,1,0,False,False,False,False,-0.7723603676402566,-1.5446043690422935
76561198882715997,1635,43,0.0262996941896024,1680,5000,2500,25,10,1000,28,300,False,True,False,True,1.460136185838347,2.9204202322364647
76561198416224768,131,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
76561198007989044,67,5,0.0746268656716417,0,50,0,0,0,0,0,0,False,False,False,False,-0.7690885062992613,-1.5381888666726389
76561198072678486,434,7,0.0161290322580645,60,0,10,0,0,0,1,7,False,False,False,False,-0.7387039633718386,-1.4771914553348175
76561198020203467,11200,43,0.0038392857142857,1680,5000,2500,25,10,1000,28,300,False,False,False,False,1.460136185838347,2.9204202322364647
76561198216975279,142,0,0.0,0,0,0,0,0,0,0,0,False,False,False,False,-0.7745490189026393,-1.5490099778829598
