steamid,playtime_forever,achievement_count,efficiency_score,combat_count,combat_skill_count,crafting_count,death_count,exploration_count,leveling_count,player_killer_count,survival_count,zombie_killer_count,playtime_outlier,impossible_survival,zero_achieve_high_playtime,abnormal_behavior_flag,category_activity_mean,category_activity_pca,category_activity_mean_recalc,category_activity_pca_recalc
76561198086439893,375,4,0.0106666666666666,0,0,4,0,0,0,0,0,0,False,False,False,0,0.8,-14.733303387042586,0.4444444444444444,-2.3431204799956147
76561198144155929,5174,28,0.0054116737533822,2,1,8,3,3,4,0,4,3,False,False,False,0,5.6,10.70317375386561,3.111111111111111,1.7618921090051514
76561197997788394,8712,43,0.0049357208448117,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198044565579,549,12,0.0218579234972677,1,0,5,1,1,1,0,2,1,False,False,False,0,2.4,-6.285984080646561,1.3333333333333333,-0.9162924596522701
76561198065707788,1971,43,0.02181633688483,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198245563714,32,1,0.03125,0,0,1,0,0,0,0,0,0,False,False,False,0,0.2,-18.08710266982702,0.1111111111111111,-2.642764783870531
76561198048689582,2090,4,0.0019138755980861,0,0,4,0,0,0,0,0,0,False,False,False,0,0.8,-14.733303387042586,0.4444444444444444,-2.3431204799956147
76561198003772642,21724,39,0.0017952494936475,3,4,8,4,6,5,0,5,4,False,False,False,0,7.8,22.240379561445256,4.333333333333333,3.7515787540753793
76561198013890689,285,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197990384173,393,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197988052802,1447,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198170985497,122,8,0.0655737704918032,1,0,4,2,0,0,0,0,1,False,False,False,0,1.6,-10.619511124632556,0.8888888888888888,-1.4685495668071578
76561198400589410,10610,43,0.0040527803958529,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198067347675,3672,43,0.0117102396514161,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198061110338,5419,25,0.0046133973057759,2,0,6,4,4,3,0,3,3,False,False,False,0,5.0,7.427482784284827,2.7777777777777777,1.3877376458281385
76561198043480817,2280,18,0.0078947368421052,1,0,7,2,2,2,0,2,2,False,False,False,0,3.6,0.1594859279331757,2.0,-0.009079663742923957
76561198299988956,294,7,0.0238095238095238,1,0,4,1,0,0,0,0,1,False,False,False,0,1.4,-11.65300116382691,0.7777777777777778,-1.6670064154930995
76561198066718773,2301,20,0.0086918730986527,1,0,6,2,2,3,0,3,3,False,False,False,0,4.0,2.194612915249902,2.2222222222222223,0.4287366698138441
76561198024546321,435,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197979042906,11484,35,0.0030477185649599,1,4,7,4,5,5,0,5,4,False,False,False,0,7.0,18.025037235895436,3.888888888888889,2.9593076365887354
76561198354970828,771,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198000257885,647,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198193136631,160,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198081257465,507,4,0.0078895463510848,0,0,3,1,0,0,0,0,0,False,False,False,0,0.8,-14.817746442109708,0.4444444444444444,-2.244545065934645
76561198339208379,1260,25,0.0198412698412698,2,3,6,2,3,2,1,3,3,False,False,False,0,5.0,7.344736844016896,2.7777777777777777,1.4130280429722708
76561198047169991,1494,17,0.0113788487282463,0,0,7,1,3,2,0,2,2,False,False,False,0,3.4,-0.8055235519033097,1.8888888888888888,-0.337838916648126
76561198114416494,7670,36,0.0046936114732724,2,4,8,4,5,5,0,4,4,False,False,False,0,7.2,19.097543470083263,4.0,3.1607867852246883
76561198047457459,7618,28,0.00367550538199,3,1,5,3,4,5,0,3,4,False,False,False,0,5.6,10.480061391869969,3.111111111111111,2.072838597114677
76561197962287503,785,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197995968714,136,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198239468552,6373,43,0.0067472148124901,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198134058298,18700,43,0.0022994652406417,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198062552118,250,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198021447905,9363,35,0.0037381181245327,2,4,7,3,3,4,4,4,4,False,False,False,0,7.0,17.795197116924985,3.888888888888889,3.133970429712042
76561198149355274,9402,43,0.0045734950010636,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561197989848084,45306,28,0.0006180196883415,2,0,8,4,4,3,0,3,4,False,False,False,0,5.6,10.700518266185608,3.111111111111111,1.7909270352010123
76561198015122447,1368,24,0.0175438596491228,2,4,6,1,2,3,0,3,3,False,False,False,0,4.8,6.312955694911722,2.6666666666666665,1.2345324609358812
76561198000667675,228,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198075447635,3949,28,0.0070904026335781,2,4,7,1,3,4,0,3,4,False,False,False,0,5.6,10.607002570035624,3.111111111111111,1.8434069735343137
76561197963212954,2883,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197995657648,503,11,0.0218687872763419,0,0,4,1,1,2,0,1,2,False,False,False,0,2.2,-7.370639485407601,1.2222222222222223,-1.0979727851544725
76561198001271805,254,2,0.0078740157480314,0,0,2,0,0,0,0,0,0,False,False,False,0,0.4,-16.96916957556554,0.2222222222222222,-2.542883349245559
76561198006847847,451,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198006075404,188,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197970236696,997,8,0.0080240722166499,0,0,4,0,2,1,0,0,1,False,False,False,0,1.6,-10.479066156178796,0.8888888888888888,-1.6901991105477707
76561197985238561,7548,30,0.0039745627980922,2,3,8,4,4,2,1,3,3,False,False,False,0,6.0,12.725706560929922,3.3333333333333335,2.1536329010684816
76561198025014146,429,12,0.0279720279720279,2,0,5,1,1,1,0,1,1,False,False,False,0,2.4,-6.3314109407202,1.3333333333333333,-0.8146947456412891
76561198016331152,401,4,0.0099750623441396,1,0,2,1,0,0,0,0,0,False,False,False,0,0.8,-14.926036645727692,0.4444444444444444,-2.070195804865973
76561198052125808,2715,20,0.007366482504604,0,2,8,1,3,3,0,0,3,False,False,False,0,4.0,2.3713553358913018,2.2222222222222223,0.1468523131677641
76561197988262272,602,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198031956733,14887,43,0.0028884261436152,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198314627469,480,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561199004429648,3974,43,0.0108203321590337,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198001180013,306,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198058925468,418,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198050615194,17515,33,0.0018840993434199,3,4,8,1,4,5,0,4,4,False,False,False,0,6.6,15.92859279314234,3.6666666666666665,2.695718643386124
76561198036541930,783,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198058253727,5934,43,0.0072463768115942,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561197973141301,5335,24,0.0044985941893158,1,4,5,1,4,2,0,4,3,False,False,False,0,4.8,6.335875323243368,2.6666666666666665,1.159271628872548
76561198403370432,208,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198079972348,192,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198013143519,104,7,0.0673076923076923,0,0,5,0,0,1,0,0,1,False,False,False,0,1.4,-11.51737996192004,0.7777777777777778,-1.878174258871566
76561198013433521,4276,27,0.0063143124415341,2,1,5,2,5,5,0,3,4,False,False,False,0,5.4,9.51505191203348,3.0,1.7440793442094749
76561198257422651,75,1,0.0133333333333333,0,0,1,0,0,0,0,0,0,False,False,False,0,0.2,-18.08710266982702,0.1111111111111111,-2.642764783870531
76561198016946768,210,8,0.0380952380952381,0,0,4,2,1,0,0,0,1,False,False,False,0,1.6,-10.551030565274692,0.8888888888888888,-1.5988519710264184
76561198073191426,19013,43,0.002261610477042,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198085540793,10186,24,0.0023561751423522,1,1,6,3,3,3,1,3,3,False,False,False,0,4.8,6.358310065944661,2.6666666666666665,1.1338814902835483
76561197996753153,194,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197962545891,592,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198001537536,741,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197970461293,146,7,0.047945205479452,0,0,4,1,0,1,0,0,1,False,False,False,0,1.4,-11.601823016987163,0.7777777777777778,-1.7795988448105964
76561198067031569,555,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197976469696,13286,29,0.0021827487580912,2,3,8,1,5,5,0,2,3,False,False,False,0,5.8,11.81421707563494,3.2222222222222223,1.8342182696500238
76561198060985668,277,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197982273259,212,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197991584508,2381,20,0.0083998320033599,2,0,7,2,2,2,0,2,3,False,False,False,0,4.0,2.206298111954492,2.2222222222222223,0.46857755207364993
76561198005235749,151,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197985011830,446,13,0.0291479820627802,1,1,6,1,1,0,0,1,2,False,False,False,0,2.6,-5.2112249991544655,1.4444444444444444,-0.7647502669345951
76561198002139581,346,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198010594992,707,16,0.0226308345120226,2,1,5,3,1,1,0,1,2,False,False,False,0,3.2,-2.1917140869004967,1.7777777777777777,-0.03184904211789255
76561198005025910,11570,32,0.0027657735522904,2,3,7,3,5,4,1,3,4,False,False,False,0,6.4,14.811218245819765,3.5555555555555554,2.525925962107176
76561197999701119,725,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198160700469,1233,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198032150922,4253,24,0.0056430754761344,2,0,5,4,3,3,0,3,4,False,False,False,0,4.8,6.2685955333998145,2.6666666666666665,1.347354439851713
76561198003246975,571,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197968511678,375,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198007818758,652,13,0.0199386503067484,1,0,4,3,1,1,0,1,2,False,False,False,0,2.6,-5.354837553858641,1.4444444444444444,-0.5884666584650923
76561197971164024,1144,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198001500827,22654,43,0.0018981195373885,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198064197954,6007,31,0.0051606459131013,3,3,5,3,4,5,1,3,4,False,False,False,0,6.2,13.567692535422186,3.4444444444444446,2.61810376345264
76561197989217266,6904,33,0.0047798377752027,3,2,8,3,3,4,2,4,4,False,False,False,0,6.6,15.818605778831856,3.6666666666666665,2.7825631994119
76561198083142373,716,3,0.0041899441340782,0,0,3,0,0,0,0,0,0,False,False,False,0,0.6,-15.851236481304063,0.3333333333333333,-2.4430019146205866
76561198018137472,990,12,0.0121212121212121,1,0,5,1,2,1,0,0,2,False,False,False,0,2.4,-6.280830838701645,1.3333333333333333,-0.9142036114202828
76561198062255168,907,17,0.0187431091510474,1,0,7,3,2,1,0,1,2,False,False,False,0,3.4,-0.9229148210728476,1.8888888888888888,-0.14489406311579267
76561198220046737,1205,19,0.0157676348547717,1,4,6,1,1,2,0,2,2,False,False,False,0,3.8,1.0721292726886702,2.111111111111111,0.2786757055861134
76561198004393508,440,12,0.0272727272727272,2,0,5,2,1,0,0,1,1,False,False,False,0,2.4,-6.358741939009088,1.3333333333333333,-0.7778761633314948
76561198016438920,391,4,0.0102301790281329,0,0,3,0,0,0,0,0,1,False,False,False,0,0.8,-14.814067187926238,0.4444444444444444,-2.2395753944976566
76561198863283245,161,10,0.062111801242236,1,0,3,2,1,1,1,0,1,False,False,False,0,2.0,-8.581963551963558,1.1111111111111112,-1.0826102493008034
76561197970312414,174,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197999106555,1292,17,0.0131578947368421,1,0,7,1,2,2,0,2,2,False,False,False,0,3.4,-0.8740041112611756,1.8888888888888888,-0.20753651242886553
76561197962054695,1320,14,0.0106060606060606,1,0,4,1,5,2,0,0,1,False,False,False,0,2.8,-4.140741838853625,1.5555555555555556,-0.6240884253688865
76561197987673251,15112,38,0.0025145579671784,3,4,8,4,5,5,0,5,4,False,False,False,0,7.6,21.1622561114439,4.222222222222222,3.6076504626009958
76561198213368405,465,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198067608206,679,9,0.0132547864506627,1,0,5,1,0,0,0,1,1,False,False,False,0,1.8,-9.4799983188483,1.0,-1.3944919991854643
76561198035849045,6846,4,0.0005842827928717,0,0,4,0,0,0,0,0,0,False,False,False,0,0.8,-14.733303387042586,0.4444444444444444,-2.3431204799956147
76561198002973360,59498,39,0.0006554842179569,3,4,8,4,6,5,0,5,4,False,False,False,0,7.8,22.240379561445256,4.333333333333333,3.7515787540753793
76561198112795258,1186,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198065877448,195,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198040923840,9147,34,0.0037170657046026,2,4,8,2,5,5,0,4,4,False,False,False,0,6.8,17.03056339169456,3.7777777777777777,2.7638730878528053
76561197970435029,6129,3,0.0004894762604013,0,0,1,1,0,0,0,0,1,False,False,False,0,0.6,-16.016443337254838,0.3333333333333333,-2.240881415061659
76561198846308272,565,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198366638721,253,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197992462053,3290,26,0.00790273556231,2,4,5,3,2,4,0,3,3,False,False,False,0,5.2,8.32282371652219,2.888888888888889,1.6932029900589396
76561198025391492,741,16,0.0215924426450742,1,0,5,3,1,2,0,2,2,False,False,False,0,3.2,-2.121013671396785,1.7777777777777777,-0.15431397578131
76561198042978992,515,9,0.0174757281553398,1,0,2,2,1,1,0,1,1,False,False,False,0,1.8,-9.661363074953776,1.0,-1.1901128965239078
76561198802661056,218,1,0.0045871559633027,0,0,1,0,0,0,0,0,0,False,False,False,0,0.2,-18.08710266982702,0.1111111111111111,-2.642764783870531
76561198067950201,32389,38,0.0011732378276575,3,4,8,4,6,5,1,3,4,False,False,False,0,7.6,21.146776239456862,4.222222222222222,3.586566984990849
76561198000863979,754,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198362959824,11327,43,0.003796239074777,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198041031091,715,13,0.0181818181818181,2,0,4,2,1,1,0,1,2,False,False,False,0,2.6,-5.3786847024094975,1.4444444444444444,-0.5126928114573898
76561198043982405,3312,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198137933363,600,6,0.01,0,0,5,1,0,0,0,0,0,False,False,False,0,1.2,-12.581880253586752,0.6666666666666666,-2.044782196684701
76561197976530450,13654,38,0.0027830672330452,3,4,8,4,5,5,0,5,4,False,False,False,0,7.6,21.1622561114439,4.222222222222222,3.6076504626009958
76561198033103032,9265,28,0.0030221262817053,1,1,8,3,4,4,0,3,4,False,False,False,0,5.6,10.75375385588417,3.111111111111111,1.6623832432261574
76561197997697109,655,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198007759830,74,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198047414009,3730,33,0.0088471849865951,3,4,8,4,5,3,0,3,3,False,False,False,0,6.6,15.893305241665312,3.6666666666666665,2.735681446360445
76561198043832583,1470,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197986793562,429,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198030516476,34056,27,0.0007928118393234,2,0,8,4,4,3,0,3,3,False,False,False,0,5.4,9.663348972807782,3.0,1.5875005150780825
76561197982655680,3115,19,0.006099518459069,1,1,7,1,2,2,0,2,3,False,False,False,0,3.8,1.1987126641698185,2.111111111111111,0.1783954937226478
76561198082583564,2560,26,0.01015625,3,3,6,3,3,3,0,2,3,False,False,False,0,5.2,8.37708488117498,2.888888888888889,1.6944666777645452
76561198112890258,939,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561199078295060,3101,43,0.0138664946791357,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561197971565582,381,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198189249125,440,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198026506133,41,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197966468553,75288,40,0.0005312931675698,3,4,8,4,6,5,1,5,4,False,False,False,0,8.0,23.256915740891134,4.444444444444445,3.931832948356175
76561198042731036,7077,30,0.0042390843577787,2,1,7,4,4,5,0,3,4,False,False,False,0,6.0,12.739774728943782,3.3333333333333335,2.196827619356919
76561198036256662,203,7,0.0344827586206896,1,0,2,2,1,0,0,0,1,False,False,False,0,1.4,-11.777253863154153,0.7777777777777778,-1.5243841445827182
76561198385965145,31,4,0.1290322580645161,0,0,4,0,0,0,0,0,0,False,False,False,0,0.8,-14.733303387042586,0.4444444444444444,-2.3431204799956147
76561198072678486,434,7,0.0161290322580645,1,0,2,1,0,1,0,1,1,False,False,False,0,1.4,-11.772976564149488,0.7777777777777778,-1.5324980366842331
76561198014216780,2801,33,0.011781506604784,3,0,8,4,4,4,4,3,3,False,False,False,0,6.6,15.799957618718016,3.6666666666666665,2.7443862542710558
76561198032544384,215,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198024647859,32809,43,0.001310615989515,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198060563982,156,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198971959226,800,13,0.01625,2,0,5,2,1,1,0,1,1,False,False,False,0,2.6,-5.2979209015258455,1.4444444444444444,-0.6162378969553476
76561197992044606,1021,9,0.0088148873653281,1,0,4,1,0,1,0,1,1,False,False,False,0,1.8,-9.537110375626536,1.0,-1.332735167434289
76561197960643486,479,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197970831374,16682,37,0.0022179594772809,3,4,8,4,6,5,0,3,4,False,False,False,0,7.4,20.130240060010987,4.111111111111111,3.406312790710053
76561198018813445,112,5,0.0446428571428571,0,0,3,1,0,0,0,0,1,False,False,False,0,1.0,-13.780577148731885,0.5555555555555556,-2.0411185458117154
76561198029262157,3564,43,0.0120650953984287,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198062600893,4091,18,0.004399902224395,0,1,6,1,3,4,0,0,3,False,False,False,0,3.6,0.1607627027984186,2.0,-0.07377777573461622
76561197990004842,390,12,0.0307692307692307,1,0,4,2,2,1,0,1,1,False,False,False,0,2.4,-6.347373436429457,1.3333333333333333,-0.8464217357995799
76561197970724214,1987,22,0.0110719677906391,2,0,7,2,2,3,0,3,3,False,False,False,0,4.4,4.32218890015487,2.4444444444444446,0.8028488001324602
76561197964343044,231,2,0.0086580086580086,1,0,1,0,0,0,0,0,0,False,False,False,0,0.4,-17.077459779183524,0.2222222222222222,-2.3685340881768866
76561198060871246,48,3,0.0625,0,0,2,1,0,0,0,0,0,False,False,False,0,0.6,-15.935679536371188,0.3333333333333333,-2.344426500559617
76561198052481833,15553,43,0.0027647399215585,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561197996411349,130,6,0.0461538461538461,1,0,4,1,0,0,0,0,0,False,False,False,0,1.2,-12.690170457204736,0.6666666666666666,-1.8704329356160292
76561198042484540,635,11,0.0173228346456692,1,0,4,2,1,1,0,1,1,False,False,False,0,2.2,-7.425496886430819,1.2222222222222223,-0.9903500272739636
76561198090812798,643,7,0.0108864696734059,1,1,3,1,0,0,0,0,1,False,False,False,0,1.4,-11.73538677603522,0.7777777777777778,-1.5843823640894878
76561198028866149,1139,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198054960169,435,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198042890140,134,7,0.0522388059701492,0,0,5,0,0,0,0,1,1,False,False,False,0,1.4,-11.523131248686148,0.7777777777777778,-1.8671795435650502
76561198185428926,4520,31,0.006858407079646,3,3,8,4,3,2,0,4,4,False,False,False,0,6.2,13.732928866221156,3.4444444444444446,2.47974061281254
76561198003231683,1970,20,0.0101522842639593,1,0,6,3,2,3,0,2,3,False,False,False,0,4.0,2.173033203727119,2.2222222222222223,0.45456053681712266
76561198040884867,2171,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198052138190,196,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198066543155,8398,29,0.0034532031436056,2,1,7,4,4,4,0,3,4,False,False,False,0,5.8,11.678953691460542,3.2222222222222223,2.0351893529807716
76561198091078414,467,10,0.0214132762312633,2,1,5,0,0,0,0,1,1,False,False,False,0,2.0,-8.468297985345986,1.1111111111111112,-1.136212666149178
76561198338219143,4523,29,0.0064116736679195,3,4,5,3,3,4,0,4,3,False,False,False,0,5.8,11.465659807884183,3.2222222222222223,2.2839949589096307
76561198029988932,266,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198027732341,348,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561198178557050,1948,43,0.0220739219712525,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561197998096051,4598,43,0.0093518921270117,3,4,8,4,6,5,4,5,4,False,False,False,0,8.6,26.306524279228757,4.777777777777778,4.472595531198561
76561198416224768,131,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197985318459,122,7,0.0573770491803278,1,0,4,1,0,0,0,0,1,False,False,False,0,1.4,-11.65300116382691,0.7777777777777778,-1.6670064154930995
76561198075984299,12753,35,0.0027444522857366,2,4,8,2,5,5,0,5,4,False,False,False,0,7.0,18.085633142411695,3.888888888888889,2.9365060695354686
76561198010505891,2761,16,0.005795001810938,1,0,5,1,3,2,0,2,2,False,False,False,0,3.2,-2.0317468497827704,1.7777777777777777,-0.2633710902044259
76561198010206173,153,10,0.065359477124183,0,0,4,2,1,1,0,1,1,False,False,False,0,2.0,-8.435139777074314,1.1111111111111112,-1.264580722967608
76561197995820083,3179,27,0.0084932368669392,2,2,6,2,5,3,1,3,3,False,False,False,0,5.4,9.526257299449693,3.0,1.6800174062686015
76561198057283373,336,0,0.0,0,0,0,0,0,0,0,0,0,False,False,False,0,0.0,-19.205035764088496,0.0,-2.7426462184955027
76561197987084546,21838,27,0.0012363769575968,2,0,8,3,5,3,0,3,3,False,False,False,0,5.4,9.707982383614787,3.0,1.5329719578665246
76561197998493121,631,1,0.0015847860538827,1,0,0,0,0,0,0,0,0,False,False,False,0,0.2,-18.195392873445,0.1111111111111111,-2.4684155228018585
76561197980351392,207,7,0.0338164251207729,0,0,5,1,0,0,0,0,1,False,False,False,0,1.4,-11.544710960208928,0.7777777777777778,-1.8413556765617716
76561198143491401,816,11,0.0134803921568627,0,0,5,1,1,1,0,2,1,False,False,False,0,2.2,-7.295626971290055,1.2222222222222223,-1.1905231553459146
76561198039392732,10368,30,0.0028935185185185,2,1,8,3,4,4,0,4,4,False,False,False,0,6.0,12.818466497244804,3.3333333333333335,2.109246920602465
