cluster,n_players,log_playtime_capped,achievement_count,ach_per_10h_nc,crafting_rank,combat_rank,exploration_rank,death_rank,leveling_rank,survival_rank
0,716,8.545763648259648,28.0,3.282985147472287,0.6467909800520382,0.6580659150043365,0.674978317432784,0.6337814397224631,0.6767129228100607,0.6498265394622723
1,1157,6.0014148779611505,0.0,0.0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038
