steamid,cluster_kmeans,cluster_gmm
76561197982845562,0.0,0.0
76561198230075672,1.0,0.0
76561198053965300,1.0,1.0
76561198017076824,1.0,1.0
76561198023594531,0.0,0.0
76561198039493969,0.0,0.0
76561198141448555,0.0,0.0
76561198060985668,0.0,0.0
76561197988995835,1.0,1.0
76561198314627469,1.0,1.0
76561198096934508,1.0,1.0
76561198042755505,1.0,0.0
76561198009909967,1.0,0.0
76561198008366572,1.0,0.0
76561198356842617,1.0,1.0
76561198009653095,1.0,1.0
76561197999882638,1.0,1.0
76561198052203863,0.0,0.0
76561198002302509,1.0,1.0
76561198201888442,0.0,0.0
76561198064935565,1.0,1.0
76561198022393548,0.0,0.0
76561197969171432,1.0,1.0
76561198123886137,1.0,1.0
76561198139119038,1.0,0.0
76561197969934583,0.0,0.0
76561198019946240,0.0,0.0
76561198056938654,1.0,1.0
76561198152370841,1.0,1.0
76561198050746153,1.0,1.0
76561198026779638,1.0,1.0
76561198032415501,0.0,0.0
76561198003886667,0.0,0.0
76561198015351752,1.0,0.0
76561197983806198,0.0,0.0
76561198058094666,1.0,1.0
76561197964343044,1.0,0.0
76561197970838485,0.0,0.0
76561198125355177,1.0,1.0
76561197989733146,0.0,0.0
76561198002513164,0.0,0.0
76561197993529099,0.0,0.0
76561197980351392,1.0,1.0
76561197999701119,0.0,0.0
76561198160470680,0.0,0.0
76561198160700469,0.0,0.0
76561198006075404,1.0,1.0
76561198301982604,1.0,1.0
76561198005110508,0.0,0.0
76561198042890140,0.0,0.0
76561197987842222,1.0,1.0
76561198039663324,1.0,0.0
76561198037018920,1.0,1.0
76561198112890258,1.0,1.0
76561198043972532,1.0,1.0
76561198058007685,0.0,0.0
76561198008332774,1.0,1.0
76561197996143905,1.0,1.0
76561198117913848,0.0,0.0
76561198018085358,1.0,1.0
76561198059260462,0.0,0.0
76561197966963062,1.0,1.0
76561198056640740,0.0,0.0
76561198061519395,0.0,0.0
76561198037613508,0.0,0.0
76561198156345324,1.0,1.0
76561198015947070,0.0,0.0
76561198168980050,0.0,0.0
76561198075569071,1.0,0.0
76561198046008728,0.0,0.0
76561198113455411,0.0,0.0
76561197975504766,1.0,1.0
76561197988663774,0.0,0.0
76561197986175117,0.0,0.0
76561197990106384,0.0,0.0
76561197976136707,0.0,0.0
76561197989930177,1.0,0.0
76561197965489900,0.0,0.0
76561198009055009,0.0,0.0
76561198025266541,0.0,0.0
76561198115795404,0.0,0.0
76561198219536444,1.0,1.0
76561197975331788,1.0,1.0
76561198089721639,0.0,0.0
76561198089299679,1.0,0.0
76561197996566711,1.0,1.0
76561198028185256,1.0,1.0
76561197996966511,1.0,1.0
76561197970767462,0.0,0.0
76561198293467784,1.0,1.0
76561197969773091,0.0,0.0
76561198071585954,0.0,0.0
76561198004777375,1.0,1.0
76561198003587634,0.0,0.0
76561197969894772,1.0,0.0
76561198047457459,1.0,0.0
76561198014950467,0.0,0.0
76561198078782283,0.0,0.0
76561197963831883,0.0,0.0
76561198103654672,1.0,0.0
76561198853553821,1.0,1.0
76561198008667621,1.0,1.0
76561198046468073,1.0,1.0
76561197987842001,0.0,0.0
76561198096265586,0.0,0.0
76561197987502418,0.0,0.0
76561198000284462,1.0,1.0
76561198001991912,0.0,0.0
76561197994445738,0.0,0.0
76561198034663705,0.0,0.0
76561197999117252,0.0,0.0
76561198000262690,1.0,1.0
76561197993869138,1.0,1.0
76561197966773879,0.0,0.0
76561198085540793,1.0,1.0
76561198053159303,0.0,0.0
76561197989293848,0.0,0.0
76561198045740239,1.0,1.0
76561198008438473,0.0,0.0
76561198087927765,1.0,0.0
76561197966170666,1.0,0.0
76561197998999001,1.0,0.0
76561198038195848,1.0,1.0
76561197978590706,0.0,0.0
76561198220637399,1.0,1.0
76561198054520957,0.0,0.0
76561197961096804,1.0,1.0
76561197995068607,1.0,1.0
76561197988448073,0.0,0.0
76561198322492284,1.0,1.0
76561197978183612,1.0,1.0
76561198070686374,1.0,1.0
76561198010983183,0.0,0.0
76561198033535814,0.0,0.0
76561198023077730,0.0,0.0
76561197971006744,1.0,1.0
76561198000826779,0.0,0.0
76561197979864325,1.0,1.0
76561197976175533,1.0,1.0
76561197986916834,0.0,0.0
76561197986074665,1.0,0.0
76561198302975346,1.0,1.0
76561198023519071,1.0,1.0
76561198105088252,0.0,0.0
76561197982718230,0.0,0.0
76561198013293052,1.0,1.0
76561198005968036,0.0,0.0
76561197992044606,1.0,1.0
76561197997616073,0.0,0.0
76561198112552234,0.0,0.0
76561198001468649,0.0,0.0
76561198001180013,1.0,1.0
76561198053948039,1.0,0.0
76561197983019818,1.0,1.0
76561198239799624,0.0,0.0
76561197992650133,0.0,0.0
76561197973052125,1.0,1.0
76561198014776829,1.0,1.0
76561198009121120,1.0,1.0
76561198021474487,1.0,1.0
76561197989858849,1.0,1.0
76561197976530450,1.0,0.0
76561197973141301,0.0,0.0
76561197992409766,0.0,0.0
76561197975413392,0.0,0.0
76561197985450983,1.0,1.0
76561197988769508,1.0,1.0
76561197970590608,1.0,1.0
76561198004691205,0.0,0.0
76561197993775251,1.0,0.0
76561197976579619,1.0,0.0
76561198049726399,0.0,0.0
76561198246701002,1.0,0.0
76561198049199276,1.0,0.0
76561197987664448,1.0,1.0
76561198002385573,1.0,1.0
76561197993566384,0.0,0.0
76561198009764050,0.0,0.0
76561198049445507,0.0,0.0
76561197968658003,0.0,0.0
76561198013115338,0.0,0.0
76561198044048161,0.0,0.0
76561198828182183,0.0,0.0
76561197996311925,1.0,1.0
76561198086439893,1.0,1.0
76561198060737300,0.0,0.0
76561198043655647,1.0,0.0
76561198339208379,0.0,0.0
76561198118726910,1.0,1.0
76561198024195554,0.0,0.0
76561198082038951,1.0,1.0
76561197963280337,0.0,0.0
76561198074461923,0.0,0.0
76561197996778486,1.0,1.0
76561198091078414,1.0,1.0
76561198053568113,0.0,0.0
76561198337784749,0.0,0.0
76561197961780979,0.0,0.0
76561198057885021,1.0,1.0
76561198137933363,0.0,0.0
76561198107302800,1.0,0.0
76561198044056333,1.0,1.0
76561198037440919,1.0,0.0
76561198022427391,0.0,0.0
76561198003139484,1.0,0.0
76561198104108624,1.0,1.0
76561198013359357,0.0,0.0
76561197980993256,1.0,1.0
76561198026157552,1.0,0.0
76561198078011536,0.0,0.0
76561197970417670,1.0,1.0
76561198061248268,1.0,1.0
76561198044681116,1.0,1.0
76561198003772642,0.0,0.0
76561198107077231,1.0,0.0
76561198067163683,0.0,0.0
76561198011208350,0.0,0.0
76561198285006935,1.0,1.0
76561198037583383,1.0,1.0
76561198023296561,0.0,0.0
76561198028883943,0.0,0.0
76561198064783067,1.0,0.0
76561199068196811,0.0,0.0
76561197970862067,1.0,1.0
76561198096461150,1.0,1.0
76561198180204111,1.0,1.0
76561198038911024,1.0,1.0
76561198026564874,0.0,0.0
76561197993621828,1.0,0.0
76561197994120171,0.0,0.0
76561198832730470,0.0,0.0
76561197965217014,0.0,0.0
76561197980143180,1.0,1.0
76561198084542691,1.0,1.0
76561198017078280,0.0,0.0
76561197990004842,1.0,1.0
76561198034249692,1.0,1.0
76561198076402319,0.0,0.0
76561198004765961,1.0,1.0
76561198011647032,0.0,0.0
76561197970343967,0.0,0.0
76561198053005358,0.0,0.0
76561198371608856,0.0,0.0
76561198101876412,1.0,0.0
76561198150058321,1.0,0.0
76561198026425351,1.0,1.0
76561197971102284,0.0,0.0
76561199024395391,0.0,0.0
76561198067824708,0.0,0.0
76561198023174870,0.0,0.0
76561197995683465,1.0,0.0
76561198872198245,1.0,1.0
76561197985343058,1.0,0.0
76561197995820083,0.0,0.0
76561197995150404,0.0,0.0
76561198061981757,1.0,1.0
76561198063990605,1.0,0.0
76561198220046737,0.0,0.0
76561198066184606,1.0,0.0
76561197970831374,1.0,0.0
76561197973897944,1.0,0.0
76561198090414426,1.0,1.0
76561198030630489,0.0,0.0
76561198084955985,1.0,0.0
76561198117123612,0.0,0.0
76561198053301435,1.0,1.0
76561198032987171,1.0,0.0
76561198011937104,0.0,0.0
76561198011541019,1.0,0.0
76561198003479630,0.0,0.0
76561198131834463,0.0,0.0
76561198060869595,0.0,0.0
76561198197409628,1.0,1.0
76561199035909277,0.0,0.0
76561197971143071,1.0,1.0
76561198028849094,1.0,1.0
76561198083328766,1.0,1.0
76561197972150490,0.0,0.0
76561198042509853,0.0,0.0
76561198044279579,1.0,0.0
76561198008117679,1.0,0.0
76561197982512807,0.0,0.0
76561197971592163,0.0,0.0
76561198160913453,0.0,0.0
76561198050285365,1.0,1.0
76561197971410481,1.0,1.0
76561198013433521,0.0,0.0
76561198079864421,1.0,1.0
76561198089683820,1.0,1.0
76561198021892566,1.0,1.0
76561197988535411,1.0,1.0
76561198385965145,1.0,1.0
76561198863283245,1.0,1.0
76561197961318302,1.0,0.0
76561198037796318,0.0,0.0
76561199054245549,1.0,0.0
76561198049323874,1.0,1.0
76561198010185470,1.0,0.0
76561197998058239,0.0,0.0
76561198039822008,1.0,1.0
76561197991629199,1.0,1.0
76561197995856662,0.0,0.0
76561198126303619,1.0,1.0
76561198003344867,1.0,1.0
76561198033602078,1.0,1.0
76561198361600292,1.0,1.0
76561197967303226,1.0,0.0
76561198087174877,1.0,0.0
76561197979077108,1.0,1.0
76561198019005069,0.0,0.0
76561197992826156,0.0,0.0
76561198018089588,1.0,0.0
76561198011799876,1.0,1.0
76561198133307300,1.0,0.0
76561198035845858,1.0,0.0
76561198041138024,1.0,0.0
76561198867600868,0.0,0.0
76561197994002775,0.0,0.0
76561198281081238,1.0,0.0
76561198026535099,0.0,0.0
76561198041100695,1.0,1.0
76561197970398878,1.0,1.0
76561198027987860,0.0,0.0
76561197985253187,1.0,1.0
76561197963282057,0.0,0.0
76561198006714621,1.0,1.0
76561197987507997,1.0,1.0
76561198049226196,1.0,1.0
76561198009690028,0.0,0.0
76561198117330620,1.0,1.0
76561197961744176,1.0,1.0
76561198839371460,0.0,0.0
76561198136729976,0.0,0.0
76561197969430536,1.0,1.0
76561198042731036,0.0,0.0
76561198002707908,0.0,0.0
76561198134893821,1.0,0.0
76561197995014608,1.0,0.0
76561198016024155,1.0,0.0
76561198015441277,1.0,1.0
76561198004051373,0.0,0.0
76561198107029439,1.0,1.0
76561198030123832,0.0,0.0
76561198062394830,0.0,0.0
76561198038616833,0.0,0.0
76561198045354821,0.0,0.0
76561197994632659,0.0,0.0
76561199064473105,0.0,0.0
76561198014938687,1.0,1.0
76561197994536615,1.0,0.0
76561198071107427,1.0,1.0
76561198449576368,1.0,1.0
76561198326806763,0.0,0.0
76561198089404867,0.0,0.0
76561198007818758,0.0,0.0
76561198399143276,1.0,0.0
76561198077966385,0.0,0.0
76561197994448955,1.0,1.0
76561198005337430,0.0,0.0
76561198196227601,0.0,0.0
76561198007405067,1.0,0.0
76561197995090401,1.0,0.0
76561198172252199,1.0,1.0
76561198161672087,0.0,0.0
76561198000505067,0.0,0.0
76561198000547270,1.0,0.0
76561198007881182,1.0,0.0
76561197999343610,0.0,0.0
76561198219700072,0.0,0.0
76561198023514531,1.0,0.0
76561198356654676,0.0,0.0
76561198044132953,1.0,0.0
76561198061110338,1.0,1.0
76561198018910266,1.0,1.0
76561198061446122,1.0,1.0
76561198108535277,0.0,0.0
76561197995968714,1.0,0.0
76561198113481234,1.0,1.0
76561197983534658,0.0,0.0
76561198048063791,0.0,0.0
76561198005611507,0.0,0.0
76561198004624882,0.0,0.0
76561197998052523,1.0,0.0
76561198027844898,1.0,1.0
76561198269571712,1.0,1.0
76561198011302473,0.0,0.0
76561198042104476,1.0,1.0
76561198199969253,0.0,0.0
76561198111200508,1.0,0.0
76561198132931055,0.0,0.0
76561197970337436,0.0,0.0
76561198237826136,0.0,0.0
76561198007252323,0.0,0.0
76561197993864895,1.0,1.0
76561197997087879,1.0,0.0
76561198209422592,0.0,0.0
76561198339757453,0.0,0.0
76561198001455830,0.0,0.0
76561198031542514,0.0,0.0
76561197994598473,1.0,1.0
76561197965277561,0.0,0.0
76561198004823797,0.0,0.0
76561198034168703,1.0,1.0
76561198077518117,0.0,0.0
76561198032544384,1.0,1.0
76561198063871669,1.0,1.0
76561197983347627,1.0,0.0
76561198836897819,0.0,0.0
76561197970538611,1.0,0.0
76561197977534897,0.0,0.0
76561198001462963,1.0,1.0
76561198041457876,1.0,1.0
76561199102509047,1.0,1.0
76561198046875589,1.0,1.0
76561198043819633,1.0,0.0
76561197965978376,0.0,0.0
76561198053206025,1.0,1.0
76561197962054695,1.0,1.0
76561197971550276,1.0,0.0
76561198126812721,0.0,0.0
76561197991747394,1.0,1.0
76561197984655838,1.0,0.0
76561198128844741,0.0,0.0
76561197997828517,1.0,1.0
76561198028569459,0.0,0.0
76561198228638448,1.0,0.0
76561198052678573,0.0,0.0
76561198082998253,1.0,0.0
76561197982273259,0.0,0.0
76561198121070383,1.0,0.0
76561198028137544,1.0,1.0
76561198038546547,1.0,1.0
76561197965160723,1.0,1.0
76561198001471216,1.0,1.0
76561198159889238,0.0,0.0
76561198019685200,0.0,0.0
76561198014069772,0.0,0.0
76561198014626499,1.0,1.0
76561197970461293,1.0,1.0
76561198151617563,1.0,1.0
76561198036814593,0.0,0.0
76561197976866160,1.0,1.0
76561198041497325,0.0,0.0
76561198024200123,1.0,1.0
76561198113104554,1.0,1.0
76561197981370579,0.0,0.0
76561197982581727,1.0,0.0
76561198022108970,0.0,0.0
76561198057283373,1.0,1.0
76561198053369031,0.0,0.0
76561198002675684,1.0,1.0
76561197999551579,1.0,0.0
76561198000244134,1.0,1.0
76561198350131628,1.0,1.0
76561198120205812,1.0,1.0
76561198103107523,1.0,0.0
76561197988952844,1.0,0.0
76561198310732641,0.0,0.0
76561198004047552,0.0,0.0
76561197994490484,1.0,1.0
76561198058925468,1.0,0.0
76561198396994655,1.0,1.0
76561197979230085,0.0,0.0
76561198000257721,0.0,0.0
76561198025693599,1.0,0.0
76561198062227632,1.0,1.0
76561199156984115,0.0,0.0
76561197960292807,0.0,0.0
76561198039801595,1.0,1.0
76561199025878824,1.0,1.0
76561197962368812,0.0,0.0
76561198111824451,1.0,1.0
76561197980583850,0.0,0.0
76561198144155929,0.0,0.0
76561198062552118,1.0,1.0
76561197995168435,1.0,1.0
76561198052847275,1.0,1.0
76561197993891197,0.0,0.0
76561198304465551,1.0,1.0
76561197985318459,1.0,1.0
76561198399780165,0.0,0.0
76561197982243076,0.0,0.0
76561198072381855,0.0,0.0
76561197966242763,0.0,0.0
76561198079227501,1.0,1.0
76561198118369799,0.0,0.0
76561197965734753,1.0,1.0
76561197987689379,0.0,0.0
76561197960457558,1.0,1.0
76561198024246936,1.0,1.0
76561197981126199,0.0,0.0
76561198092589447,1.0,1.0
76561197972799925,1.0,1.0
76561197965144411,1.0,1.0
76561198069672812,0.0,0.0
76561198114624558,0.0,0.0
76561197979751856,1.0,1.0
76561198023616180,1.0,0.0
76561197995657648,1.0,1.0
76561198418220292,1.0,1.0
76561198036500990,1.0,0.0
76561198043832583,1.0,0.0
76561198127495504,0.0,0.0
76561198430143692,1.0,1.0
76561198011246742,0.0,0.0
76561197979549440,0.0,0.0
76561197990012301,1.0,1.0
76561197999106555,1.0,1.0
76561198014485998,1.0,1.0
76561198036279598,1.0,1.0
76561198044395197,0.0,0.0
76561198000307034,0.0,0.0
76561198333271860,0.0,0.0
76561199149239646,0.0,0.0
76561198015481934,1.0,1.0
76561197992012153,1.0,1.0
76561198018137472,0.0,0.0
76561198061899489,1.0,1.0
76561198026940701,1.0,0.0
76561197987154693,0.0,0.0
76561197970435029,0.0,0.0
76561197995105260,1.0,1.0
76561198078423165,1.0,1.0
76561197976287656,1.0,1.0
76561198152618007,1.0,0.0
76561197992906798,0.0,0.0
76561198088747537,0.0,0.0
76561198025298276,1.0,0.0
76561198000630472,0.0,0.0
76561198102215048,0.0,0.0
76561198046436357,0.0,0.0
76561198002983121,1.0,1.0
76561198038479125,0.0,0.0
76561197975797010,1.0,1.0
76561197972168329,0.0,0.0
76561198039452938,1.0,1.0
76561198103866743,1.0,1.0
76561198414768551,0.0,0.0
76561198026395147,1.0,1.0
76561197988234566,1.0,0.0
76561198074361885,1.0,1.0
76561198018555921,1.0,1.0
76561197989544294,1.0,1.0
76561197992943381,0.0,0.0
76561198084374770,0.0,0.0
76561197993525512,1.0,1.0
76561198002334372,1.0,0.0
76561198047503544,0.0,0.0
76561198042052301,1.0,0.0
76561198081481766,1.0,0.0
76561198072532181,0.0,0.0
76561197960799782,1.0,0.0
76561198067608206,1.0,1.0
76561198063601821,0.0,0.0
76561198007169304,0.0,0.0
76561198052111779,0.0,0.0
76561198019708471,,
76561197966158801,,
76561197988610065,,
76561198044602606,,
76561198063900962,,
76561198015723798,,
76561198008471908,,
76561198029319505,,
76561198051940006,,
76561198013729168,,
76561197991133436,,
76561198055597355,,
76561198283785877,,
76561197969362616,,
76561198087323350,,
76561197994309228,,
76561198010505891,,
76561198046610907,,
76561198002562120,,
76561197960271989,,
76561197987673251,,
76561197979750959,,
76561198064893984,,
76561198234227036,,
76561198068768921,,
76561197969371254,,
76561198022212313,,
76561198008185874,,
76561197994851017,,
76561198005265551,,
76561198050210437,,
76561198016444009,,
76561197986353054,,
76561198037089044,,
76561199157449570,,
76561198072257250,,
76561198097953835,,
76561198008480668,,
76561198030429890,,
76561197971812565,,
76561198094411705,,
76561198256110677,,
76561197987211098,,
76561197966617426,,
76561198068379896,,
76561198006873223,,
76561197969052165,,
76561198043115858,,
76561198009013127,,
76561197968152343,,
76561198082721790,,
76561197987280970,,
76561198019654323,,
76561198023921203,,
76561198058737972,,
76561198090778750,,
76561198022971777,,
76561198846308272,,
76561198350914535,,
76561197967449126,,
76561198047112621,,
76561198113666471,,
76561198082831860,,
76561198056116324,,
76561198108562053,,
76561198053777519,,
76561198077242222,,
76561198013178966,,
76561197971161876,,
76561198052514327,,
76561197979439703,,
76561198983696927,,
76561198124544984,,
76561197975231961,,
76561197975024178,,
76561197981942241,,
76561198034077967,,
76561198265319109,,
76561197965075581,,
76561197970322382,,
76561197983969530,,
76561198043480817,,
76561198035961744,,
76561198025841721,,
76561198062301135,,
76561198178654229,,
76561198045228449,,
76561198047882270,,
76561197970339633,,
76561198106892734,,
76561198072917499,,
76561198051194713,,
76561198283311708,,
76561198009293263,,
76561197979235430,,
76561198027880845,,
76561198075466721,,
76561197960905909,,
76561197972150531,,
76561197967578704,,
76561198038980489,,
76561198115840410,,
76561198033162411,,
76561198027845176,,
76561198010206173,,
76561198058819470,,
76561198002466205,,
76561198049429715,,
76561198009555744,,
76561198025014146,,
76561198078599118,,
76561198106312728,,
76561198007268396,,
76561198056909695,,
76561198020746864,,
76561197969915893,,
76561197971110737,,
76561198853788453,,
76561198077444730,,
76561198035661426,,
76561198071127906,,
76561197986562887,,
76561198112768847,,
76561198044561633,,
76561198047070953,,
76561197990737869,,
76561198018185345,,
76561198092803383,,
76561198448119212,,
76561198327228070,,
76561197975391677,,
76561198112795258,,
76561197970307937,,
76561198064860636,,
76561198058577517,,
76561198050033018,,
76561198063836659,,
76561197977887760,,
76561197991952155,,
76561197994553754,,
76561197970799580,,
76561198036709917,,
76561198275228651,,
76561198136898080,,
76561198074312582,,
76561198121922929,,
76561198032497313,,
76561197978582795,,
76561198002027418,,
76561198870293187,,
76561198003884104,,
76561198041228105,,
76561198123726975,,
76561198082031773,,
76561198045553085,,
76561198084941880,,
76561197972040704,,
76561197995290159,,
76561197985754559,,
76561198366885777,,
76561199048307659,,
76561198061737345,,
76561198317974070,,
76561198047169991,,
76561198004200033,,
76561198021447905,,
76561198015459681,,
76561197961521131,,
76561197990986751,,
76561198017293639,,
76561197984266556,,
76561198015223061,,
76561198085369626,,
76561198112780782,,
76561198040505023,,
76561198067986413,,
76561197991015284,,
76561198032741304,,
76561198090392864,,
76561197992256813,,
76561198007921883,,
76561198044839188,,
76561197997317410,,
76561198139094658,,
76561198021570635,,
76561198079100870,,
76561198002139581,,
76561197970675272,,
76561198008266904,,
76561197975423892,,
76561198021180815,,
76561197960301580,,
76561197987723270,,
76561198005164856,,
76561198185428926,,
76561198004400320,,
76561198001570772,,
76561198042484540,,
76561198350751373,,
76561198016002068,,
76561198098126299,,
76561198000777924,,
76561198805739359,,
76561198017551313,,
76561198015528525,,
76561197992462053,,
76561197990317825,,
76561197993824256,,
76561198032150922,,
76561198022249429,,
76561198026265094,,
76561198000878931,,
76561198036587242,,
76561198075851949,,
76561198253459984,,
76561198003795142,,
76561197998493121,,
76561198033586126,,
76561198163992822,,
76561197985415939,,
76561198016628406,,
76561197986793562,,
76561198047723336,,
76561198272008631,,
76561198092364177,,
76561198057942218,,
76561197996251755,,
76561198055786013,,
76561198093566128,,
76561198136979501,,
76561197977546112,,
76561198044440062,,
76561198018528411,,
76561198028091020,,
76561198104873334,,
76561198194518970,,
76561198006139550,,
76561198064197954,,
76561198055347700,,
76561198105878460,,
76561197992375357,,
76561198075767343,,
76561198144877447,,
76561197995140097,,
76561198056049695,,
76561198044565579,,
76561198014216780,,
76561197970603931,,
76561198048426865,,
76561197974340402,,
76561198020691641,,
76561197999781615,,
76561198189249125,,
76561198289298559,,
76561198027883320,,
76561198142368840,,
76561197987924419,,
76561198029502901,,
76561198029988932,,
76561198044632046,,
76561198180130274,,
76561198039392732,,
76561198000300198,,
76561198071654352,,
76561198059783270,,
76561197963079401,,
76561197983563655,,
76561198003693447,,
76561198016432154,,
76561198044145867,,
76561198024968498,,
76561197998138780,,
76561198017346926,,
76561198018813445,,
76561197998833800,,
76561198066612518,,
76561197970236696,,
76561198393951755,,
76561198114416494,,
76561198085791383,,
76561198000374639,,
76561197983064780,,
76561197971044263,,
76561198063997290,,
76561198013412947,,
76561198048392507,,
76561198059995031,,
76561198005809060,,
76561197969382396,,
76561198026615548,,
76561197976630871,,
76561198006884123,,
76561198013939675,,
76561198048520451,,
76561198035363738,,
76561197988417915,,
76561198393004695,,
76561198035717993,,
76561197993515847,,
76561197976937799,,
76561198013890689,,
76561197996411349,,
76561198020436634,,
76561197993698981,,
76561198815618606,,
76561197992836882,,
76561198000077663,,
76561198025620038,,
76561197986841895,,
76561197999053066,,
76561198052015617,,
76561197967370369,,
76561198075224791,,
76561199033013466,,
76561198061218534,,
76561198074783402,,
76561198041034384,,
76561198142817702,,
76561198043905851,,
76561198073707026,,
76561198032349132,,
76561198028719903,,
76561198025793089,,
76561198015767203,,
76561198133218756,,
76561198058115931,,
76561197968511678,,
76561197985946541,,
76561198029996726,,
76561197960374601,,
76561198016331152,,
76561198066739435,,
76561198003231683,,
76561198138017493,,
76561197996597984,,
76561197994616562,,
76561198013723509,,
76561198034218764,,
76561198826748776,,
76561197987084546,,
76561197964889395,,
76561198000863979,,
76561198026989379,,
76561198140465553,,
76561198053710885,,
76561198001116101,,
76561198143491401,,
76561198073540985,,
76561197995142744,,
76561197974318375,,
76561198089235746,,
76561197982332228,,
76561197994963383,,
76561198060721962,,
76561198162663393,,
76561197996624047,,
76561198284672300,,
76561198188321818,,
76561198000015568,,
76561198048689582,,
76561197960769312,,
76561198160078610,,
76561198061493460,,
76561198193136631,,
76561197964671909,,
76561198017813293,,
76561197998961605,,
76561198005025910,,
76561198063902227,,
76561198011903621,,
76561198028070463,,
76561197980160533,,
76561197977796719,,
76561198003365406,,
76561198002516604,,
76561198008486113,,
76561198075674749,,
76561197990183727,,
76561198067708484,,
76561197996160525,,
76561197992016121,,
76561198021191194,,
76561198066325869,,
76561198080730041,,
76561198001271805,,
76561197996865611,,
76561198092998254,,
