cluster,n_players,log_playtime_capped,achievement_count,ach_per_10h_nc,crafting_rank,combat_rank,exploration_rank,death_rank,leveling_rank,survival_rank
0,972,7.950673057147251,23.0,4.5557484193178475,0.5899826539462273,0.6075455333911535,0.617736339982654,0.6337814397224631,0.6112315698178664,0.5702515177797051
1,901,5.983936280687191,0.0,0.0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038
