steamid,playtime_forever,achievement_count,crafting_count,crafting_percent,combat_count,combat_percent,exploration_count,exploration_percent,death_count,death_percent,leveling_count,leveling_percent,survival_count,survival_percent,efficiency_score,playtime_hours,engagement,achievement_efficiency,log_playtime,achievement_per_hour,player_segment
76561197997112174,255,3,1,0.125,1,0.0666666666666666,0,0.0,1,0.25,0,0.0,0,0.0,0.0117647058823529,4.25,Casual (<4h),0.7058823529411765,1.6582280766035324,0.011764244539429827,Casual Explorers
76561199141671103,399,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,0.1077694235588972,6.65,Regular (4-8h),6.466165413533834,2.0347056478384444,0.10776672263853036,Efficient Achievers
76561197998096051,4598,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,0.0093518921270117,76.63333333333334,Hardcore (>20h),0.5611135276207047,4.351996888222185,0.009351871788012639,Deep Engagers
76561198025146852,154,5,4,0.5,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0.0324675324675324,2.566666666666667,Casual (<4h),1.9480519480519478,1.2716314527997508,0.032465424323095904,Casual Explorers
76561199053439300,222,9,5,0.625,3,0.2,0,0.0,1,0.25,0,0.0,0,0.0,0.0405405405405405,3.7,Casual (<4h),2.4324324324324325,1.547562508716013,0.04053871447232107,Casual Explorers
76561199208306587,649,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,0.0662557781201849,10.816666666666666,Dedicated (8-20h),3.9753466872110943,2.4695109643100266,0.06625475724565107,Non-Achievers
76561197993279741,72,4,4,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0555555555555555,1.2,Casual (<4h),3.3333333333333335,0.7884573603642702,0.05554784057769754,Casual Explorers
76561197990233857,505,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,8.416666666666666,Dedicated (8-20h),0.0,2.24248116892434,0.0,Casual Explorers
76561198133918114,2723,20,5,0.625,4,0.2666666666666666,2,0.3333333333333333,4,1.0,4,0.8,1,0.2,0.0073448402497245,45.38333333333333,Hardcore (>20h),0.4406904149834741,3.83694019930379,0.007344813276484478,Deep Engagers
76561197982946417,262,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,4.366666666666666,Casual (<4h),0.0,1.6802069833223074,0.0,Casual Explorers
