steamid,playtime_forever,achievement_count,crafting_count,crafting_percent,combat_count,combat_percent,exploration_count,exploration_percent,death_count,death_percent,leveling_count,leveling_percent,survival_count,survival_percent,max_survive_minutes,max_items_crafted,max_zombies_killed,max_players_killed,max_fortitude_skill,max_travel_distance,max_death_count,max_character_level,efficiency,efficiency_cap,stage1_speed,stage1_speed_KMeans,stage1_speed_GMM,stage1_speed_Agglomerative,stage2_persona,log_play,cheater_flag
76561198028706134,21152,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.0020329046898637463,0.0020329046898637463,Slow,Normal,Normal,Normal,1.0,9.95953701838715,False
76561198018148205,177,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.181783550292085,False
76561198009108702,6129,37,8,1.0,11,0.7333333333333333,5,0.8333333333333334,4,1.0,4,0.8,5,1.0,1680,5000,2500,0,10,250,28,140,0.006036873878282585,0.006036873878282585,Slow,Normal,Normal,Normal,1.0,8.720950028930258,False
76561197999807713,3395,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.012665684830629553,0.012665684830629553,Normal,Normal,Normal,Normal,1.0,8.130353547431238,False
76561198100398836,10081,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.004265449856164639,0.004265449856164639,Slow,Normal,Normal,Normal,1.0,9.218506934642576,False
76561198118604647,403,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.0014148779611505,False
76561198042633209,6603,40,8,1.0,15,1.0,4,0.6666666666666666,4,1.0,5,1.0,4,0.8,600,5000,2500,25,10,50,28,300,0.006057852491290919,0.006057852491290919,Slow,Normal,Normal,Normal,1.0,8.795430805040018,False
76561197975567911,5698,34,7,0.875,11,0.7333333333333333,5,0.8333333333333334,3,0.75,4,0.8,4,0.8,1680,1500,2500,0,10,250,14,140,0.005967005967004919,0.005967005967004919,Slow,Normal,Normal,Normal,1.0,8.648045999835,False
76561198308478763,1769,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.02430751837194782,0.02430751837194782,Normal,Normal,Effective,Normal,1.0,7.478734825567875,False
76561198025445358,391,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.971261839790462,False
76561197988262272,602,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.401917196727186,False
76561198059515974,2416,24,7,0.875,4,0.2666666666666666,4,0.6666666666666666,4,1.0,3,0.6,2,0.4,180,5000,500,0,0,50,28,70,0.009933774834432975,0.009933774834432975,Normal,Normal,Normal,Normal,5.0,7.790282380703483,False
76561198063952731,2966,19,7,0.875,2,0.1333333333333333,4,0.6666666666666666,1,0.25,2,0.4,3,0.6,600,1500,10,0,0,50,1,28,0.006405933917732163,0.006405933917732163,Slow,Normal,Normal,Normal,5.0,7.995306620290822,False
76561197992700592,2076,13,4,0.5,3,0.2,2,0.3333333333333333,2,0.5,1,0.2,1,0.2,60,50,100,0,0,50,7,7,0.006262042389207003,0.006262042389207003,Slow,Normal,Normal,Normal,5.0,7.638679823876112,False
76561198027112798,96,3,3,0.375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.03124999999967448,0.03124999999967448,Normal,Normal,Effective,Normal,5.0,4.574710978503383,False
76561198062600893,4091,18,6,0.75,4,0.2666666666666666,3,0.5,1,0.25,4,0.8,0,0.0,0,1500,500,0,4,50,1,140,0.004399902224393938,0.004399902224393938,Slow,Normal,Normal,Normal,5.0,8.316789127071518,False
76561198146593189,5598,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,8.630343289348893,False
76561198036891788,1478,30,8,1.0,9,0.6,4,0.6666666666666666,4,1.0,3,0.6,2,0.4,180,5000,500,0,10,50,28,70,0.020297699594032274,0.020297699594032274,Normal,Normal,Effective,Normal,5.0,7.2991214627108,False
76561197991231880,319,10,3,0.375,3,0.2,1,0.1666666666666666,3,0.75,0,0.0,0,0.0,0,50,10,0,0,10,14,0,0.03134796238234687,0.03134796238234687,Normal,Normal,Effective,Normal,5.0,5.768320995793772,False
76561198070644433,3584,23,4,0.5,5,0.3333333333333333,3,0.5,4,1.0,5,1.0,2,0.4,180,50,500,0,0,250,28,300,0.006417410714283924,0.006417410714283924,Normal,Normal,Normal,Normal,1.0,8.184513753033722,False
76561198060563982,156,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.056245805348308,False
76561198004842665,681,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.525029657843462,False
76561198262904340,243,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.497168225293202,False
76561197998666522,205,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.327876168789581,False
76561198081961727,286,5,2,0.25,1,0.0666666666666666,0,0.0,1,0.25,1,0.2,0,0.0,0,50,10,0,0,0,1,7,0.017482517482456356,0.017482517482456356,Normal,Normal,Normal,Normal,5.0,5.659482215759621,False
76561197971115174,576,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.3578422665081,False
76561198044371709,9276,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.004635618801206917,0.004635618801206917,Slow,Normal,Normal,Normal,1.0,9.135293497653272,False
76561198090812798,643,7,3,0.375,3,0.2,0,0.0,1,0.25,0,0.0,0,0.0,0,0,10,0,4,0,1,0,0.01088646967338898,0.01088646967338898,Normal,Normal,Normal,Normal,5.0,6.467698726104354,False
76561198041506271,1371,16,7,0.875,4,0.2666666666666666,1,0.1666666666666666,1,0.25,1,0.2,2,0.4,180,1500,100,0,0,10,1,7,0.011670313639670554,0.011670313639670554,Normal,Normal,Normal,Normal,5.0,7.22402480828583,False
76561198078103345,96,6,3,0.375,2,0.1333333333333333,0,0.0,1,0.25,0,0.0,0,0.0,0,0,10,0,0,0,1,0,0.06249999999934896,0.06249999999934896,Effective,Normal,Effective,Normal,2.0,4.574710978503383,False
76561198067261759,536,4,2,0.25,1,0.0666666666666666,0,0.0,1,0.25,0,0.0,0,0.0,0,0,10,0,0,0,1,0,0.007462686567150256,0.007462686567150256,Normal,Normal,Normal,Normal,0.0,6.285998094508865,False
76561198156021248,9161,35,8,1.0,11,0.7333333333333333,4,0.6666666666666666,4,1.0,4,0.8,4,0.8,1680,5000,2500,1,10,250,28,140,0.0038205436087759173,0.0038205436087759173,Slow,Normal,Normal,Normal,1.0,9.122819774446688,False
76561198200501842,1985,22,4,0.5,5,0.3333333333333333,2,0.3333333333333333,3,0.75,5,1.0,3,0.6,600,50,500,0,0,50,14,300,0.011083123425687113,0.011083123425687113,Normal,Normal,Normal,Normal,5.0,7.593877844605118,False
76561197979718121,1050,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.957497370876951,False
76561198045407759,2883,34,8,1.0,8,0.5333333333333333,5,0.8333333333333334,4,1.0,5,1.0,4,0.8,1680,5000,100,0,10,250,28,300,0.011793270898365663,0.011793270898365663,Normal,Normal,Normal,Normal,1.0,7.96693349840484,False
76561197965325226,35192,40,8,1.0,14,0.9333333333333332,6,1.0,4,1.0,5,1.0,3,0.6,600,5000,2500,10,10,1000,28,300,0.001136621959536226,0.001136621959536226,Slow,Normal,Normal,Normal,1.0,10.46860247817383,False
76561197964473408,473,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.161207321695077,False
76561198006697906,649,5,2,0.25,2,0.1333333333333333,0,0.0,1,0.25,0,0.0,0,0.0,0,0,10,0,0,0,1,0,0.007704160246521257,0.007704160246521257,Normal,Normal,Normal,Normal,0.0,6.476972362889683,False
76561198085529088,131,2,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.015267175572402541,0.015267175572402541,Normal,Normal,Normal,Normal,5.0,4.882801922586371,False
76561199055203334,354,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.872117789475416,False
76561197971359239,43783,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.0009821163465271686,0.0009821163465271686,Slow,Normal,Normal,Normal,1.0,10.687023732823754,False
76561198029028690,51,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,3.9512437185814275,False
76561197989086731,12052,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.0035678725522731852,0.0035678725522731852,Slow,Normal,Normal,Normal,1.0,9.397068870588344,False
76561197966873544,699,9,4,0.5,1,0.0666666666666666,1,0.1666666666666666,1,0.25,1,0.2,1,0.2,60,0,0,0,0,10,1,7,0.012875536480668276,0.012875536480668276,Normal,Normal,Normal,Normal,5.0,6.551080335043404,False
76561198035201897,515,12,4,0.5,3,0.2,2,0.3333333333333333,2,0.5,1,0.2,0,0.0,0,50,10,0,0,10,7,7,0.023300970873741163,0.023300970873741163,Normal,Normal,Effective,Normal,5.0,6.246106765481563,False
76561198021940873,157,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.062595033026967,False
76561198064410530,370,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.916202062607435,False
76561198060934212,3579,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,8.183118079394745,False
76561198066153480,9833,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.004373029594223088,0.004373029594223088,Slow,Normal,Normal,Normal,1.0,9.193601047971885,False
76561198046743901,1160,15,5,0.625,4,0.2666666666666666,1,0.1666666666666666,3,0.75,1,0.2,1,0.2,60,50,100,0,0,10,14,7,0.012931034482747473,0.012931034482747473,Normal,Normal,Normal,Normal,5.0,7.057036981697891,False
76561198060628914,53854,40,8,1.0,13,0.8666666666666667,6,1.0,4,1.0,5,1.0,4,0.8,1680,5000,2500,10,10,1000,28,300,0.0007427489137297,0.0007427489137297,Slow,Normal,Normal,Normal,4.0,10.89405052878487,False
76561197970479807,12034,34,8,1.0,10,0.6666666666666666,4,0.6666666666666666,3,0.75,5,1.0,4,0.8,1680,5000,2500,1,6,250,14,300,0.002825328236662554,0.002825328236662554,Slow,Normal,Normal,Normal,1.0,9.395574350217172,False
76561198062901118,455,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.1224928095143865,False
76561198042619229,333,5,4,0.5,1,0.0666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,50,10,0,0,0,0,0,0.015015015014969926,0.015015015014969926,Normal,Normal,Normal,Normal,5.0,5.811140992976701,False
76561197988672858,413,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.025865973825314,False
76561198051675786,600,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.398594934535208,False
76561198153444879,27614,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.0015571811400013921,0.0015571811400013921,Slow,Normal,Normal,Normal,1.0,10.226114382335288,False
76561198090664778,2834,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,7.949797216161852,False
76561198042978992,515,9,2,0.25,2,0.1333333333333333,1,0.1666666666666666,2,0.5,1,0.2,1,0.2,60,0,10,0,0,10,7,7,0.01747572815530587,0.01747572815530587,Normal,Normal,Normal,Normal,5.0,6.246106765481563,False
76561198091409638,46300,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.0009287257019438245,0.0009287257019438245,Slow,Normal,Normal,Normal,4.0,10.742918838113225,False
76561198004418141,23746,36,8,1.0,10,0.6666666666666666,6,1.0,4,1.0,4,0.8,4,0.8,1680,5000,2500,0,10,1000,28,140,0.0015160448075464703,0.0015160448075464703,Slow,Normal,Normal,Normal,1.0,10.075211485694803,False
76561198089801281,219,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.393627546352362,False
76561198013205483,431,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.068425588244111,False
76561197993397600,1578,17,4,0.5,4,0.2666666666666666,2,0.3333333333333333,1,0.25,3,0.6,3,0.6,600,50,500,0,0,50,1,70,0.010773130544986836,0.010773130544986836,Normal,Normal,Normal,Normal,5.0,7.364547014255642,False
76561198035422338,688,9,5,0.625,1,0.0666666666666666,1,0.1666666666666666,1,0.25,1,0.2,0,0.0,0,500,10,0,0,10,1,7,0.013081395348818196,0.013081395348818196,Normal,Normal,Normal,Normal,5.0,6.535241271013659,False
76561198017412459,6060,33,8,1.0,10,0.6666666666666666,3,0.5,4,1.0,5,1.0,3,0.6,600,5000,500,1,10,50,28,300,0.005445544554454547,0.005445544554454547,Slow,Normal,Normal,Normal,1.0,8.709630081951286,False
76561197978037893,64404,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.0006676603937643521,0.0006676603937643521,Slow,Normal,Normal,Normal,4.0,11.072946548830188,False
76561198059306658,20326,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.002115517071730684,0.002115517071730684,Slow,Normal,Normal,Normal,1.0,9.919705330558962,False
76561198030808810,8414,30,8,1.0,10,0.6666666666666666,3,0.5,2,0.5,3,0.6,4,0.8,1680,5000,2500,0,8,250,7,70,0.003565486094603807,0.003565486094603807,Slow,Normal,Normal,Normal,1.0,9.037771106624906,False
76561198121733143,353,13,5,0.625,3,0.2,1,0.1666666666666666,2,0.5,1,0.2,1,0.2,60,500,10,0,0,10,7,7,0.03682719546731777,0.03682719546731777,Normal,Normal,Effective,Normal,5.0,5.869296913133774,False
76561198026840458,1453,19,7,0.875,5,0.3333333333333333,2,0.3333333333333333,2,0.5,1,0.2,2,0.4,180,1500,500,0,0,50,7,7,0.01307639366826354,0.01307639366826354,Normal,Normal,Normal,Normal,5.0,7.282073658093465,False
76561198066765397,28599,42,8,1.0,15,1.0,6,1.0,4,1.0,4,0.8,5,1.0,1680,5000,2500,25,10,1000,28,140,0.001468582817580983,0.001468582817580983,Slow,Normal,Normal,Normal,1.0,10.261161996807944,False
76561198028015677,163,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.099866427824199,False
76561198093579202,423,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.049733455231958,False
76561198010181228,174,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.1647859739235145,False
76561198081301799,1003,15,6,0.75,4,0.2666666666666666,2,0.3333333333333333,1,0.25,2,0.4,0,0.0,0,500,10,0,6,10,1,28,0.014955134596196455,0.014955134596196455,Normal,Normal,Normal,Normal,5.0,6.911747300251674,False
76561197962545891,592,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.385194398997726,False
76561197968671893,219,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.393627546352362,False
76561198038939593,4579,29,7,0.875,11,0.7333333333333333,3,0.5,4,1.0,2,0.4,2,0.4,180,1500,500,25,6,50,28,28,0.00633326053723382,0.00633326053723382,Slow,Normal,Normal,Normal,1.0,8.429454277108231,False
76561198097690532,220,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.3981627015177525,False
76561198074104374,654,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.484635235635252,False
76561198282411763,4481,19,5,0.625,4,0.2666666666666666,4,0.6666666666666666,4,1.0,1,0.2,1,0.2,60,50,100,0,0,1000,28,7,0.0042401249721034946,0.0042401249721034946,Slow,Normal,Normal,Normal,5.0,8.407824654360873,False
76561198042896883,14806,31,8,1.0,9,0.6,5,0.8333333333333334,3,0.75,3,0.6,3,0.6,600,5000,500,1,8,250,14,70,0.0020937457787382078,0.0020937457787382078,Slow,Normal,Normal,Normal,1.0,9.602855320908718,False
76561197996707987,528,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.270988431858299,False
76561198075820042,6731,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.006388352399345359,0.006388352399345359,Slow,Normal,Normal,Normal,1.0,8.814627555310697,False
76561198059216394,9063,41,8,1.0,15,1.0,6,1.0,4,1.0,3,0.6,5,1.0,1680,5000,2500,25,10,1000,28,70,0.00452388833719469,0.00452388833719469,Slow,Normal,Normal,Normal,1.0,9.112065802707843,False
76561197994839062,2547,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,7.843064016692054,False
76561198044386667,9014,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.0047703572220984276,0.0047703572220984276,Slow,Normal,Normal,Normal,1.0,9.106645135637418,False
76561197965964690,375,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.929589143389895,False
76561198128679947,516,4,3,0.375,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0.007751937984481101,0.007751937984481101,Normal,Normal,Normal,Normal,0.0,6.248042874508429,False
76561198056893819,88,4,3,0.375,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0.045454545454028925,0.045454545454028925,Effective,Normal,Effective,Normal,2.0,4.48863636973214,False
76561198160775754,6180,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.006957928802587871,0.006957928802587871,Normal,Normal,Normal,Normal,1.0,8.729235349659273,False
76561198143142509,855,18,5,0.625,6,0.4,3,0.5,1,0.25,1,0.2,2,0.4,180,50,100,0,10,50,1,7,0.021052631578922745,0.021052631578922745,Normal,Normal,Effective,Normal,5.0,6.752270376141742,False
76561198112880157,35642,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.0012064418382806464,0.0012064418382806464,Slow,Normal,Normal,Normal,1.0,10.481308053126398,False
76561198019521530,4473,24,6,0.75,6,0.4,5,0.8333333333333334,2,0.5,2,0.4,3,0.6,600,500,2500,0,4,250,7,28,0.005365526492285856,0.005365526492285856,Slow,Normal,Normal,Normal,1.0,8.406038142050075,False
76561198024823934,897,17,6,0.75,3,0.2,1,0.1666666666666666,2,0.5,3,0.6,2,0.4,180,500,100,0,0,10,7,70,0.01895206243030217,0.01895206243030217,Normal,Normal,Normal,Normal,5.0,6.8001700683022,False
76561198046474043,11042,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.0038942220612204403,0.0038942220612204403,Slow,Normal,Normal,Normal,1.0,9.30955202204713,False
76561198133372348,143,6,3,0.375,2,0.1333333333333333,0,0.0,1,0.25,0,0.0,0,0.0,0,0,10,0,0,0,1,0,0.04195804195774855,0.04195804195774855,Effective,Normal,Effective,Normal,2.0,4.969813299576001,False
76561198078528278,669,5,3,0.375,2,0.1333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0,10,0,0,0,0,0,0.007473841554547872,0.007473841554547872,Normal,Normal,Normal,Normal,0.0,6.507277712385012,False
76561198031919117,450,6,3,0.375,2,0.1333333333333333,0,0.0,1,0.25,0,0.0,0,0.0,0,0,10,0,0,0,1,0,0.013333333333303703,0.013333333333303703,Normal,Normal,Normal,Normal,5.0,6.111467339502679,False
76561198043996154,394,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.978885764901122,False
76561198002399439,2481,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.017331721080202606,0.017331721080202606,Normal,Normal,Normal,Normal,1.0,7.8168199657645525,False
76561198078178103,586,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.375024819828097,False
76561198142797852,3160,26,6,0.75,6,0.4,3,0.5,4,1.0,3,0.6,4,0.8,1680,500,500,0,4,50,28,70,0.00822784810126322,0.00822784810126322,Normal,Normal,Normal,Normal,1.0,8.058643712215618,False
76561198128785478,800,26,5,0.625,10,0.6666666666666666,4,0.6666666666666666,0,0.0,3,0.6,4,0.8,600,50,500,0,10,50,0,70,0.032499999999959374,0.032499999999959374,Normal,Normal,Effective,Normal,5.0,6.68586094706836,False
76561198000257885,647,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.473890696352274,False
76561198136277601,309,23,8,1.0,8,0.5333333333333333,1,0.1666666666666666,2,0.5,2,0.4,2,0.4,180,5000,100,10,0,10,7,28,0.07443365695768792,0.07443365695768792,Effective,Normal,Effective,Normal,2.0,5.736572297479192,False
76561198039031102,79,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,4.382026634673881,False
76561198320249287,248,5,3,0.375,1,0.0666666666666666,0,0.0,1,0.25,0,0.0,0,0.0,0,0,10,0,0,0,1,0,0.020161290322499352,0.020161290322499352,Normal,Normal,Effective,Normal,5.0,5.517452896464707,False
76561198077644112,581,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.366470447731438,False
76561198039406214,454,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.12029741895095,False
76561197979934386,1485,18,6,0.75,4,0.2666666666666666,2,0.3333333333333333,2,0.5,2,0.4,2,0.4,180,1500,100,0,0,50,7,28,0.01212121212120396,0.01212121212120396,Normal,Normal,Normal,Normal,5.0,7.303843225277705,False
76561198821331009,4157,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.010343998075532752,0.010343998075532752,Normal,Normal,Normal,Normal,1.0,8.332789468417959,False
76561199004069906,602,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,6.401917196727186,False
76561198037887754,25299,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.001699671923791387,0.001699671923791387,Slow,Normal,Normal,Normal,1.0,10.138559674715612,False
76561198075984299,12753,35,8,1.0,10,0.6666666666666666,5,0.8333333333333334,2,0.5,5,1.0,5,1.0,1680,5000,2500,0,10,250,7,300,0.002744452285736474,0.002744452285736474,Slow,Normal,Normal,Normal,1.0,9.453600226875217,False
76561197963394136,2107,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.020408163265296438,0.020408163265296438,Normal,Normal,Effective,Normal,1.0,7.653494909661253,False
76561198273926288,1881,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.022860180754905444,0.022860180754905444,Normal,Normal,Effective,Normal,1.0,7.540090320145325,False
76561197994079927,9087,43,8,1.0,15,1.0,6,1.0,4,1.0,5,1.0,5,1.0,1680,5000,2500,25,10,1000,28,300,0.004732034774952709,0.004732034774952709,Slow,Normal,Normal,Normal,1.0,9.114710140960932,False
76561198063392506,343,12,3,0.375,2,0.1333333333333333,2,0.3333333333333333,3,0.75,1,0.2,1,0.2,60,0,10,0,0,10,14,7,0.03498542274042278,0.03498542274042278,Normal,Normal,Effective,Normal,5.0,5.840641657373398,False
76561199246239668,201,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,Slow,Normal,Normal,Normal,0.0,5.308267697401205,False
76561198437120190,423903,14,2,0.25,5,0.3333333333333333,1,0.1666666666666666,1,0.25,3,0.6,2,0.4,180,0,100,0,6,10,1,70,3.302642349782844e-05,3.302642349782844e-05,Slow,Normal,Normal,Normal,3.0,12.957262293483987,False
