steamid,playtime_forever,achievement_count,crafting_count,combat_count,exploration_count,death_count,leveling_count,survival_count,max_survive_minutes,max_items_crafted,max_zombies_killed,max_players_killed,max_fortitude_skill,max_travel_distance,max_death_count,max_character_level,log_playtime,ach_per_10h,crafting_count_rank,combat_count_rank,exploration_count_rank,leveling_count_rank,survival_count_rank,max_death_count_rank,max_survive_minutes_ord,max_items_crafted_ord,max_zombies_killed_ord,max_players_killed_ord,max_fortitude_skill_ord,max_travel_distance_ord,max_death_count_ord,max_character_level_ord,max_death_count_rank_ord,Cluster
76561197994164612,3176,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,8.063692634269517,8.123424158043296,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198000619480,12246,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,9.413036288021287,2.1068102838407503,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561197971320635,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.113682179832232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561197994014911,4430,31,6,10,3,3,5,4,600,500,2500,0,8,250,14,300,8.39638057119949,4.1986450295288895,0.75,0.6666666666666666,0.5,1.0,0.8,0.5,0,0,1,0,0,0,0,1,0,0
76561198021125310,10196,42,8,15,5,4,5,5,1680,5000,2500,25,10,250,28,300,9.229848838364227,2.4715573280762655,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1,1,1,0,1,0,1,1,1,1
76561197999726935,10509,40,7,15,5,4,5,4,1680,1500,2500,25,10,250,28,300,9.260082463870997,2.283756649514322,0.875,1.0,0.8333333333333334,1.0,0.8,1.0,1,0,1,0,1,0,1,1,1,1
76561198078361063,14666,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,9.593355351246755,1.759170799433896,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561197997740965,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.030685260261263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561197972344657,7427,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,8.913011922472597,3.4738114872375263,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198080141083,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.834810737062605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198045195189,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02535169073515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198379883679,2417,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,7.790696031174738,10.674387089519133,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198963491346,6509,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,8.781094735202615,3.963742144992275,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561197970761123,404,10,4,1,2,3,0,0,0,50,10,0,0,10,14,0,6.003887067106539,14.851463091886496,0.5,0.06666666666666667,0.3333333333333333,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0
76561197979042906,11484,35,7,9,5,4,5,5,1680,5000,2500,0,10,250,28,300,9.3487971151232,1.8286310434362045,0.875,0.6,0.8333333333333334,1.0,1.0,1.0,1,1,1,0,1,0,1,1,1,1
76561198041080728,997,18,5,4,2,3,2,2,180,50,100,0,0,50,14,28,6.905753276311464,10.832490973425694,0.625,0.26666666666666666,0.3333333333333333,0.4,0.4,0.5,0,0,0,0,0,0,0,0,0,0
76561199444502697,134011,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,11.805684627162291,0.19252150856636469,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198040296837,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.473890696352274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198331237133,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4510384535657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198384351293,1916,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,7.558516743045645,13.465549019139138,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561197969158018,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0063531596017325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198091484468,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.652489180268651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198031679484,6173,5,4,0,0,0,0,1,60,0,0,0,0,0,0,0,8.728102205062104,0.4859873170917884,0.5,0.0,0.0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0
76561198078207454,75935,40,8,12,6,4,5,5,1680,5000,2500,5,10,1000,28,300,11.23764615923549,0.31605978547921415,1.0,0.8,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198048453468,1454,23,7,5,4,3,3,1,60,1500,100,1,0,50,14,70,7.282761179605593,9.491055230651211,0.875,0.3333333333333333,0.6666666666666666,0.6,0.2,0.5,0,0,0,0,0,0,0,0,0,0
76561198030408706,8294,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,9.023408202624545,3.1106821959959827,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198030118274,10777,40,8,12,6,4,5,5,1680,5000,2500,1,10,1000,28,300,9.285262298493443,2.226964708529384,1.0,0.8,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198023692991,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.306275286948016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198019563370,10102,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,9.220587688427733,2.5539495612383947,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198104557457,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.152732694704104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561197963040896,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.499787040655854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198358116112,5980,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,8.696343057044556,4.3143808380219895,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561197989807190,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.077642243349034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198347518030,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.236369590203704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198024546321,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.077642243349034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198063268722,73177,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,11.20065010832818,0.35256979362994006,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198008037678,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.958424693029782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198081293192,2008,17,6,4,2,2,2,1,60,500,100,0,0,50,7,28,7.605392364814935,5.079679757067802,0.75,0.26666666666666666,0.3333333333333333,0.4,0.2,0.25,0,0,0,0,0,0,0,0,0,0
76561197960436666,421,9,5,2,0,1,1,0,0,50,10,0,0,0,1,7,6.045005314036012,12.826585045246967,0.625,0.13333333333333333,0.0,0.2,0.0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561198000667675,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43372200355424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198016649670,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.099866427824199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561197974783215,14925,36,8,10,5,4,5,4,1680,5000,2500,0,10,250,28,300,9.610859937691332,1.447236122724176,1.0,0.6666666666666666,0.8333333333333334,1.0,0.8,1.0,1,1,1,0,1,0,1,1,1,1
76561198091577049,5224,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,8.561210076833012,4.938743690037096,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561197993881753,832,30,7,10,3,2,5,3,180,1500,100,1,10,10,7,300,6.725033642166843,21.63459978274054,0.875,0.6666666666666666,0.5,1.0,0.6,0.25,0,0,0,0,1,0,0,1,0,0
76561198291929988,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.450470422144176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198121767373,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.983936280687191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198005601881,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91350300563827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198430643843,223,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,5.4116460518550396,115.69475597823505,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198258479693,224,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,5.41610040220442,115.1782629153672,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198028706134,21152,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,9.95953701838715,1.2197427793189455,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198018148205,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.181783550292085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198009108702,6129,37,8,11,5,4,4,5,1680,5000,2500,0,10,250,28,140,8.720950028930258,3.6221239723814027,1.0,0.7333333333333333,0.8333333333333334,0.8,1.0,1.0,1,1,1,0,1,0,1,0,1,1
76561197999807713,3395,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,8.130353547431238,7.599409555332627,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198141336830,193,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,5.267858159063328,133.67834089634957,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198100398836,10081,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,9.218506934642576,2.5592697613766635,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198118604647,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0014148779611505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198042633209,6603,40,8,15,4,4,5,4,600,5000,2500,25,10,50,28,300,8.795430805040018,3.6347111644969408,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0,1,1,0,1,0,1,1,1,1
76561197975567911,5698,34,7,11,5,3,4,4,1680,1500,2500,0,10,250,14,140,8.648045999835,3.5802032032078066,0.875,0.7333333333333333,0.8333333333333334,0.8,0.8,0.5,1,0,1,0,1,0,0,0,0,1
76561198308478763,1769,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,7.478734825567875,14.584506076481828,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198025445358,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.971261839790462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561197988262272,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.401917196727186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198059515974,2416,24,7,4,4,4,3,2,180,5000,500,0,0,50,28,70,7.790282380703483,5.960263420464383,0.875,0.26666666666666666,0.6666666666666666,0.6,0.4,1.0,0,1,0,0,0,0,1,0,1,0
76561198063952731,2966,19,7,2,4,1,2,3,600,1500,10,0,0,50,1,28,7.995306620290822,3.8435595731167416,0.875,0.13333333333333333,0.6666666666666666,0.4,0.6,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561197992700592,2076,13,4,3,2,2,1,1,60,50,100,0,0,50,7,7,7.638679823876112,3.757224347623021,0.5,0.2,0.3333333333333333,0.2,0.2,0.25,0,0,0,0,0,0,0,0,0,0
76561198027112798,96,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.574710978503383,18.749882813232418,0.375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198062600893,4091,18,6,4,3,1,4,0,0,1500,500,0,4,50,1,140,8.316789127071518,2.639940947454273,0.75,0.26666666666666666,0.5,0.8,0.0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561198146593189,5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.630343289348893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198036891788,1478,30,8,9,4,4,3,2,180,5000,500,0,10,50,28,70,7.2991214627108,12.178614812470306,1.0,0.6,0.6666666666666666,0.6,0.4,1.0,0,1,0,0,1,0,1,0,1,1
76561197991231880,319,10,3,3,1,3,0,0,0,50,10,0,0,10,14,0,5.768320995793772,18.808742052522785,0.375,0.2,0.16666666666666666,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0
76561198070644433,3584,23,4,5,3,4,5,2,180,50,500,0,0,250,28,300,8.184513753033722,3.8504457839655495,0.5,0.3333333333333333,0.5,1.0,0.4,1.0,0,0,0,0,0,0,1,1,1,0
76561198060563982,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.056245805348308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198004842665,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.525029657843462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198262904340,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.497168225293202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198314442358,889,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,6.7912214627261855,29.021352741494216,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561197998666522,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.327876168789581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198081961727,286,5,2,1,0,1,1,0,0,50,10,0,0,0,1,7,5.659482215759621,10.489488483590595,0.25,0.06666666666666667,0.0,0.2,0.0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561197971115174,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3578422665081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198061449064,388,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,5.963579343618446,66.4947425339033,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198044371709,9276,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,9.135293497653272,2.7813711008168758,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198090812798,643,7,3,3,0,1,0,0,0,0,10,0,4,0,1,0,6.467698726104354,6.531875708980675,0.375,0.2,0.0,0.0,0.0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561198041506271,1371,16,7,4,1,1,1,2,180,1500,100,0,0,10,1,7,7.22402480828583,7.00218511939382,0.875,0.26666666666666666,0.16666666666666666,0.2,0.4,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561198808556952,298,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,5.700443573390687,86.57700689193244,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198078103345,96,6,3,2,0,1,0,0,0,0,10,0,0,0,1,0,4.574710978503383,37.499765626464836,0.375,0.13333333333333333,0.0,0.0,0.0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561198067261759,536,4,2,1,0,1,0,0,0,0,10,0,0,0,1,0,6.285998094508865,4.477606928051946,0.25,0.06666666666666667,0.0,0.0,0.0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561198156021248,9161,35,8,11,4,4,4,4,1680,5000,2500,1,10,250,28,140,9.122819774446688,2.292326015129832,1.0,0.7333333333333333,0.6666666666666666,0.8,0.8,1.0,1,1,1,0,1,0,1,0,1,1
76561198200501842,1985,22,4,5,2,3,5,3,600,50,500,0,0,50,14,300,7.593877844605118,6.649872045378727,0.5,0.3333333333333333,0.3333333333333333,1.0,0.6,0.5,0,0,0,0,0,0,0,1,0,0
76561197979718121,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.957497370876951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561199198032723,297,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,5.697093486505405,86.86851137674469,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198045407759,2883,34,8,8,5,4,5,4,1680,5000,100,0,10,250,28,300,7.96693349840484,7.075961066397281,1.0,0.5333333333333333,0.8333333333333334,1.0,0.8,1.0,1,1,0,0,1,0,1,1,1,1
76561197965325226,35192,40,8,14,6,4,5,3,600,5000,2500,10,10,1000,28,300,10.46860247817383,0.6819731640945699,1.0,0.9333333333333333,1.0,1.0,0.6,1.0,0,1,1,0,1,1,1,1,1,1
76561197964473408,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.161207321695077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198006697906,649,5,2,2,0,1,0,0,0,0,10,0,0,0,1,0,6.476972362889683,4.6224918744297,0.25,0.13333333333333333,0.0,0.0,0.0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561198085529088,131,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.882801922586371,9.16026338810662,0.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561199055203334,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.872117789475416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561197971359239,43783,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,10.687023732823754,0.5892697998409913,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198029028690,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9512437185814275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561197989086731,12052,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,9.397068870588344,2.1407234247897398,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561197966873544,699,9,4,1,1,1,1,1,60,0,0,0,0,10,1,7,6.551080335043404,7.725315257240123,0.5,0.06666666666666667,0.16666666666666666,0.2,0.2,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561198035201897,515,12,4,3,2,2,1,0,0,50,10,0,0,10,7,7,6.246106765481563,13.980566236233512,0.5,0.2,0.3333333333333333,0.2,0.0,0.25,0,0,0,0,0,0,0,0,0,0
76561198021940873,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.062595033026967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198064410530,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.916202062607435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198060934212,3579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.183118079394745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198066153480,9833,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,9.193601047971885,2.6238175964313477,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198046743901,1160,15,5,4,1,3,1,1,60,50,100,0,0,10,14,7,7.057036981697891,7.7586166765775815,0.625,0.26666666666666666,0.16666666666666666,0.2,0.2,0.5,0,0,0,0,0,0,0,0,0,0
76561198060628914,53854,40,8,13,6,4,5,4,1680,5000,2500,10,10,1000,28,300,10.89405052878487,0.44564934327274475,1.0,0.8666666666666667,1.0,1.0,0.8,1.0,1,1,1,0,1,1,1,1,1,1
76561197970479807,12034,34,8,10,4,3,5,4,1680,5000,2500,1,6,250,14,300,9.395574350217172,1.6951968574773044,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8,0.5,1,1,1,0,0,0,0,1,0,1
76561198062901118,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1224928095143865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198042619229,333,5,4,1,0,0,0,0,0,50,10,0,0,0,0,0,5.811140992976701,9.00899277658959,0.5,0.06666666666666667,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561197988672858,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.025865973825314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198051675786,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.398594934535208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198153444879,27614,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,10.226114382335288,0.9343086637001088,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198090664778,2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.949797216161852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198042978992,515,9,2,2,1,2,1,1,60,0,10,0,0,10,7,7,6.246106765481563,10.485424677175134,0.25,0.13333333333333333,0.16666666666666666,0.2,0.2,0.25,0,0,0,0,0,0,0,0,0,0
76561199147591258,215,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,5.375278407684165,119.99966511721364,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198091409638,46300,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,10.742918838113225,0.5572354139451134,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198004418141,23746,36,8,10,6,4,4,4,1680,5000,2500,0,10,1000,28,140,10.075211485694803,0.9096268615440025,1.0,0.6666666666666666,1.0,0.8,0.8,1.0,1,1,1,0,1,1,1,0,1,1
76561198089801281,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.393627546352362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198013205483,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.068425588244111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561197993397600,1578,17,4,4,2,1,3,3,600,50,500,0,0,50,1,70,7.364547014255642,6.463875869248719,0.5,0.26666666666666666,0.3333333333333333,0.6,0.6,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561198035422338,688,9,5,1,1,1,1,0,0,500,10,0,0,10,1,7,6.535241271013659,7.848830364392124,0.625,0.06666666666666667,0.16666666666666666,0.2,0.0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561198017412459,6060,33,8,10,3,4,5,3,600,5000,500,1,10,50,28,300,8.709630081951286,3.2673264091756034,1.0,0.6666666666666666,0.5,1.0,0.6,1.0,0,1,0,0,1,0,1,1,1,1
76561197978037893,64404,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,11.072946548830188,0.4005962325265862,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198059306658,20326,43,8,15,6,4,5,5,1680,5000,2500,25,10,1000,28,300,9.919705330558962,1.2693102055699046,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,1,1,1,1
76561198030808810,8414,30,8,10,3,2,3,4,1680,5000,2500,0,8,250,7,70,9.037771106624906,2.1392915042102567,1.0,0.6666666666666666,0.5,0.6,0.8,0.25,1,1,1,0,0,0,0,0,0,1
76561198121733143,353,13,5,3,1,2,1,1,60,500,10,0,0,10,7,7,5.869296913133774,22.096279723037295,0.625,0.2,0.16666666666666666,0.2,0.2,0.25,0,0,0,0,0,0,0,0,0,0
76561198026840458,1453,19,7,5,2,2,1,2,180,1500,500,0,0,50,7,7,7.282073658093465,7.845832961115088,0.875,0.3333333333333333,0.3333333333333333,0.2,0.4,0.25,0,0,0,0,0,0,0,0,0,0
76561198066765397,28599,42,8,15,6,4,4,5,1680,5000,2500,25,10,1000,28,140,10.261161996807944,0.8811496720623169,1.0,1.0,1.0,0.8,1.0,1.0,1,1,1,0,1,1,1,0,1,1
76561198028015677,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.099866427824199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198093579202,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.049733455231958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198010181228,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1647859739235145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561198081301799,1003,15,6,4,2,1,2,0,0,500,10,0,6,10,1,28,6.911747300251674,8.973075389984812,0.75,0.26666666666666666,0.3333333333333333,0.4,0.0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0
76561197962545891,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.385194398997726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
76561197968671893,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.393627546352362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
