steamid,playtime_capped,log_playtime_capped,achievement_count,is_full_completion,crafting_rank,combat_rank,exploration_rank,death_rank,leveling_rank,survival_rank,crafting_z,combat_z,exploration_z,death_z,leveling_z,survival_z,max_survive_minutes_tier,max_items_crafted_tier,max_zombies_killed_tier,max_players_killed_tier,max_fortitude_skill_tier,max_travel_distance_tier,max_death_count_tier,max_character_level_tier
76561198088775500,10447.0,9.254165851516213,34,0,0.8391153512575888,0.6836513443191674,0.73438855160451,0.8356461405030355,0.6767129228100607,0.7326539462272333,1.119176349885631,0.5734066658136471,1.056439869847785,1.2468513647794344,0.8699651405188173,0.9885864153406853,4,4,4,0,2,3,4,4
76561197982845562,627.0,6.4425401664681985,10,0,0.5238508239375542,0.383347788378144,0.5498699045967043,0.4451431049436253,0.4841717259323504,0.22376409366869038,0.2258497099284607,-0.7701988430051211,-0.14402843166453058,-0.48730982169907927,-0.5012854500733857,-0.9384467831171509,0,2,1,0,0,1,1,1
76561198271393531,37922.0,10.543313067163668,43,1,0.8391153512575888,0.898959236773634,0.8839982653946227,0.8356461405030355,0.8568950563746748,0.888551604509974,1.119176349885631,1.5811107974277232,1.4565959703518903,1.2468513647794344,1.3270486707162183,1.4703447149551443,4,4,4,4,4,4,4,5
76561198230075672,520.0,6.255750041753367,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198979266435,803.0,6.6895992691789665,43,1,0.8391153512575888,0.898959236773634,0.8839982653946227,0.8356461405030355,0.8568950563746748,0.888551604509974,1.119176349885631,1.5811107974277232,1.4565959703518903,1.2468513647794344,1.3270486707162183,1.4703447149551443,4,4,4,4,4,4,4,5
76561198053965300,491.0,6.198478716492308,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198017076824,127.0,4.852030263919617,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198023594531,577.0,6.359573868672378,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198039493969,25063.0,10.129187832632027,31,0,0.5899826539462273,0.7137901127493496,0.73438855160451,0.4451431049436253,0.8568950563746748,0.7326539462272333,0.5236252565808509,0.741357354415993,1.056439869847785,-0.48730982169907927,1.3270486707162183,0.9885864153406853,4,3,4,0,4,3,1,5
76561198141448555,1459.0,7.286191714702382,25,0,0.6467909800520382,0.6348655680832611,0.617736339982654,0.6337814397224631,0.6112315698178664,0.5702515177797051,0.821400803233241,0.237505288608955,0.25612766883957466,0.668797635953263,0.41288161032141635,0.025069816111767163,2,3,2,1,2,2,3,3
76561198060985668,277.0,5.627621113690637,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561197988995835,2200.0,7.696667081526462,25,0,0.5238508239375542,0.6075455333911535,0.674978317432784,0.5591934084995663,0.6767129228100607,0.7326539462272333,0.2258497099284607,0.06955460000660897,0.6562837693436799,0.0907439071270919,0.8699651405188173,0.9885864153406853,4,2,3,0,2,2,2,4
76561198314627469,480.0,6.175867270105761,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198096934508,533.0,6.280395838960195,9,0,0.5238508239375542,0.45013009540329574,0.21205550737207285,0.18430182133564615,0.4841717259323504,0.48829141370338247,0.2258497099284607,-0.6022481544027751,-0.944340632672741,-1.0653635505252503,-0.5012854500733857,-0.45668848350269187,1,1,1,0,0,0,0,1
76561198042755505,1005.0,6.913737350659685,19,0,0.5899826539462273,0.5409800520381614,0.617736339982654,0.6337814397224631,0.4841717259323504,0.5702515177797051,0.5236252565808509,-0.26634677719808303,0.25612766883957466,0.668797635953263,-0.5012854500733857,0.025069816111767163,2,2,2,0,0,2,3,1
76561198158465906,83343.54999999962,11.330738499118501,43,1,0.8391153512575888,0.898959236773634,0.8839982653946227,0.8356461405030355,0.8568950563746748,0.888551604509974,1.119176349885631,1.5811107974277232,1.4565959703518903,1.2468513647794344,1.3270486707162183,1.4703447149551443,4,4,4,4,4,4,4,5
76561197979931158,3928.0,8.27614021955846,43,1,0.8391153512575888,0.898959236773634,0.8839982653946227,0.8356461405030355,0.8568950563746748,0.888551604509974,1.119176349885631,1.5811107974277232,1.4565959703518903,1.2468513647794344,1.3270486707162183,1.4703447149551443,4,4,4,4,4,4,4,5
76561198009909967,4996.0,8.516593011344206,27,0,0.6467909800520382,0.6348655680832611,0.617736339982654,0.8356461405030355,0.6112315698178664,0.6498265394622723,0.821400803233241,0.237505288608955,0.25612766883957466,1.2468513647794344,0.41288161032141635,0.5068281157262262,3,3,4,0,1,3,4,3
76561198061920716,53498.0,10.887418241120622,43,1,0.8391153512575888,0.898959236773634,0.8839982653946227,0.8356461405030355,0.8568950563746748,0.888551604509974,1.119176349885631,1.5811107974277232,1.4565959703518903,1.2468513647794344,1.3270486707162183,1.4703447149551443,4,4,4,4,4,4,4,5
76561198008366572,549.0,6.309918278226516,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198356842617,193.0,5.267858159063328,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198009653095,2759.0,7.9229859587111955,24,0,0.8391153512575888,0.5752385082393755,0.617736339982654,0.5591934084995663,0.6112315698178664,0.6498265394622723,1.119176349885631,-0.09839608859573704,0.25612766883957466,0.0907439071270919,0.41288161032141635,0.5068281157262262,3,4,3,0,0,2,2,3
76561198869754826,7711.0,8.950532836290382,43,1,0.8391153512575888,0.898959236773634,0.8839982653946227,0.8356461405030355,0.8568950563746748,0.888551604509974,1.119176349885631,1.5811107974277232,1.4565959703518903,1.2468513647794344,1.3270486707162183,1.4703447149551443,4,4,4,4,4,4,4,5
76561197999882638,2246.0,7.717351272185329,24,0,0.6467909800520382,0.6075455333911535,0.5498699045967043,0.8356461405030355,0.6112315698178664,0.5702515177797051,0.821400803233241,0.06955460000660897,-0.14402843166453058,1.2468513647794344,0.41288161032141635,0.025069816111767163,2,4,2,0,2,2,4,3
76561198052203863,40.0,3.713572066704308,1,0,0.3219861231569818,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-0.9652524766810999,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198002302509,400.0,5.993961427306569,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198201888442,6043.0,8.70682132339263,18,0,0.38746747614917604,0.5409800520381614,0.5498699045967043,0.8356461405030355,0.6767129228100607,0.48829141370338247,-0.36970138337631964,-0.26634677719808303,-0.14402843166453058,1.2468513647794344,0.8699651405188173,-0.45668848350269187,1,3,3,0,0,2,4,4
76561198064935565,492.0,6.20050917404269,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198022393548,9581.0,9.167641617443067,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561197969171432,1351.0,7.20934025660291,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198123886137,83343.54999999962,11.330738499118501,24,0,0.6467909800520382,0.6075455333911535,0.5498699045967043,0.8356461405030355,0.6112315698178664,0.5702515177797051,0.821400803233241,0.06955460000660897,-0.14402843166453058,1.2468513647794344,0.41288161032141635,0.025069816111767163,2,3,3,0,1,2,4,3
76561198139119038,240.0,5.484796933490655,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561197969934583,4887.0,8.494538500851432,34,0,0.8391153512575888,0.7137901127493496,0.674978317432784,0.6337814397224631,0.8568950563746748,0.7326539462272333,1.119176349885631,0.741357354415993,0.6562837693436799,0.668797635953263,1.3270486707162183,0.9885864153406853,4,4,4,0,4,3,3,5
76561198019946240,552.0,6.315358001522335,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198056938654,881.0,6.782192056006791,2,0,0.3467042497831743,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-0.6674769300287098,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198152370841,87.0,4.477336814478207,2,0,0.3219861231569818,0.17454466608846486,0.21205550737207285,0.4451431049436253,0.22419774501300954,0.22376409366869038,-0.9652524766810999,-0.9381495316074672,-0.944340632672741,-0.48730982169907927,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,1,0
76561198050746153,533.0,6.280395838960195,17,0,0.5899826539462273,0.5032523850823938,0.46856027753686036,0.6337814397224631,0.4841717259323504,0.6498265394622723,0.5236252565808509,-0.43429746580042905,-0.5441845321686358,0.668797635953263,-0.5012854500733857,0.5068281157262262,2,2,2,0,0,1,3,1
76561198026779638,143.0,4.969813299576001,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198032415501,354.0,5.872117789475416,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198003886667,1569.0,7.358830898342354,23,0,0.44904596704249783,0.6580659150043365,0.617736339982654,0.5591934084995663,0.6767129228100607,0.5702515177797051,-0.07192583672392946,0.405455977211301,0.25612766883957466,0.0907439071270919,0.8699651405188173,0.025069816111767163,2,0,3,1,2,2,2,4
76561199378975787,33088.0,10.40695617984855,43,1,0.8391153512575888,0.898959236773634,0.8839982653946227,0.8356461405030355,0.8568950563746748,0.888551604509974,1.119176349885631,1.5811107974277232,1.4565959703518903,1.2468513647794344,1.3270486707162183,1.4703447149551443,4,4,4,4,4,4,4,5
76561198015351752,425.0,6.054439346269371,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561197983806198,5620.0,8.634264863002075,0,0,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,-1.26302802333349,-0.9381495316074672,-0.944340632672741,-1.0653635505252503,-0.9583689802707865,-0.9384467831171509,0,0,0,0,0,0,0,0
76561198058094666,13052.0,9.47677327138879,35,0,0.6467909800520382,0.6836513443191674,0.8839982653946227,0.8356461405030355,0.6767129228100607,0.888551604509974,0.821400803233241,0.5734066658136471,1.4565959703518903,1.2468513647794344,0.8699651405188173,1.4703447149551443,4,3,4,0,2,4,4,4
