feature,abs_coef
survival_rank,13.413924308223978
achievement_count,2.1806927940456315
ach_per_10h_nc,1.4960951504747964
death_rank,1.2515964435195788
combat_rank,0.8703048421447284
crafting_rank,0.5358461499500811
leveling_rank,0.41840887658827874
log_playtime_capped,0.3257165639354986
exploration_rank,0.28209056049920556
