feature,importance
survival_rank,0.4803329244494316
achievement_count,0.1608358280886705
combat_rank,0.07953638437709727
ach_per_10h_nc,0.0741890329582414
exploration_rank,0.059290851133916266
log_playtime_capped,0.0531553070175971
leveling_rank,0.0473221873712453
crafting_rank,0.025913068624676863
death_rank,0.019424415979123633
