feature,perm_importance_mean
ach_per_10h_nc,0.0053691275167784824
survival_rank,0.0026845637583892356
log_playtime_capped,0.0006711409395973034
leveling_rank,0.0006711409395972811
combat_rank,0.0
death_rank,-0.0006711409395973256
exploration_rank,-0.0006711409395973478
crafting_rank,-0.0013422818791946733
achievement_count,-0.004697986577181212
