feature,perm_importance_mean
combat_rank,0.02953020134228187
crafting_rank,0.02684563758389259
exploration_rank,0.014093959731543659
achievement_count,0.006711409395973145
leveling_rank,0.0026845637583892802
ach_per_10h_nc,-0.006040268456375864
survival_rank,-0.007382550335570471
death_rank,-0.01006711409395975
log_playtime_capped,-0.01140939597315438
