feature,importance
log_playtime_capped,0.2880879749093974
ach_per_10h_nc,0.2357427860402096
achievement_count,0.13432545090052744
combat_rank,0.08528144983625074
crafting_rank,0.061651110053242156
death_rank,0.05806542268193773
survival_rank,0.049874989423965
leveling_rank,0.04529450615007542
exploration_rank,0.04167631000439461
