appid,name,playtime_hours
39210,FINAL FANTASY XIV Online,1930.7
954270,LOGistICAL 2,1278.7333333333333
214950,Total War: ROME II - Emperor Edition,1026.55
47410,Stronghold Kingdoms,982.0
706380,LOGistICAL: Norway,766.3
733500,LOGistICAL: Russia,763.2333333333333
8500,EVE Online,650.8666666666667
1328670,Mass Effect™ Legendary Edition,649.8666666666667
684940,LOGistICAL: British Isles,628.4166666666666
1468260,Leaf Blower Revolution - Idle Game,506.9
