appid,name,playtime_hours
294100,RimWorld,1502.9333333333334
1151340,Fallout 76,500.23333333333335
363970,Clicker Heroes,490.43333333333334
2694490,Path of Exile 2,449.9166666666667
238960,Path of Exile,367.75
72850,The Elder Scrolls V: Skyrim,340.6166666666667
813780,Age of Empires II: Definitive Edition,314.71666666666664
290080,Life is Feudal: Your Own,309.51666666666665
526870,Satisfactory,266.26666666666665
105600,Terraria,264.4166666666667
