appid,name,playtime_hours
381210,Dead by Daylight,2834.366666666667
218620,PAYDAY 2,1253.0666666666666
271590,Grand Theft Auto V Legacy,1153.9
730,Counter-Strike 2,851.55
304030,ArcheAge,434.0833333333333
1174180,Red Dead Redemption 2,422.26666666666665
438740,Friday the 13th: The Game,347.48333333333335
863550,HITMAN™ 2,271.3666666666667
1097150,Fall Guys,230.2
227300,Euro Truck Simulator 2,198.01666666666668
