appid,name,playtime_hours
72200,Universe Sandbox Legacy,8752.15
685310,Transport Defender,6831.166666666667
1891700,Tap Ninja,5538.766666666666
730,Counter-Strike 2,4649.916666666667
363970,Clicker Heroes,4027.6
380360,Tap Tap Infinity,2709.65
493370,Ragnarok Clicker,2337.6833333333334
461910,Forge of Gods (RPG),2145.766666666667
612020,Zombidle: REMONSTERED,1467.9666666666667
1535560,Farmer Against Potatoes Idle,1372.6
