appid,name,playtime_hours
9900,Star Trek Online,5439.2
976730,Halo: The Master Chief Collection,2139.4
2315690,WWE 2K24,1069.2166666666667
1172620,Sea of Thieves,589.65
2765460,Star Trek Legends,550.7
442810,UFO Online: Invasion,534.3333333333334
315210,Suicide Squad: Kill the Justice League,511.6666666666667
257350,Baldur's Gate II: Enhanced Edition,507.68333333333334
813780,Age of Empires II: Definitive Edition,502.5
292030,The Witcher 3: Wild Hunt,395.26666666666665
