appid,name,playtime_hours
730,Counter-Strike 2,12236.75
550,Left 4 Dead 2,8884.933333333332
105600,Terraria,6483.533333333334
271590,Grand Theft Auto V Legacy,6315.416666666667
500,Left 4 Dead,6195.566666666667
570,Dota 2,5842.6
440,Team Fortress 2,4857.766666666666
2659900,Sixty Four,4363.983333333334
704270,Generation Zero®,2826.9333333333334
438100,VRChat,2687.95
