apiname,displayName,description,hidden,icon,icongray,defaultvalue
PLAY_CS2,A New Beginning,,1,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/730/f75dd04fa12445a8ec43be65fa16ff1b8d2bf82e.jpg,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/730/e7d79e52002c75f027a51e8eb05ab55416678f09.jpg,0
