appid,name,playtime_hours
1454400,Cookie Clicker,2569.0666666666666
897330,Coloring Pixels,832.8
351030,Pixel Puzzles Ultimate Jigsaw Puzzles,435.95
529240,"Creature Clicker - Capture, Train, Ascend!",428.35
72200,Universe Sandbox Legacy,270.95
1554790,Coloring Game 4,185.61666666666667
1058200,Pixel Puzzles Traditional Jigsaw Puzzles,178.45
1026820,Coloring Game,176.45
1999360,Placid Plastic Duck Simulator,152.06666666666666
1878910,WooLoop,138.71666666666667
