appid,name,playtime_hours
897330,Coloring Pixels,1818.6666666666667
250900,The Binding of Isaac: Rebirth,478.7
105600,Terraria,434.06666666666666
685310,Transport Defender,432.3666666666667
259680,Tales of Maj'Eyal,375.3666666666667
98800,Dungeons of Dredmor,340.73333333333335
219990,Grim Dawn,287.26666666666665
351030,Pixel Puzzles Ultimate Jigsaw Puzzles,246.9
311690,Enter the Gungeon,241.41666666666666
529240,"Creature Clicker - Capture, Train, Ascend!",239.13333333333333
