appid,name,playtime_hours
730,Counter-Strike 2,1798.3
304050,Trove,582.35
1938090,Call of Duty®,542.5333333333333
620,Portal 2,534.0166666666667
714010,Aimlabs,533.5333333333333
440,Team Fortress 2,533.0
578080,PUBG: BATTLEGROUNDS,530.5333333333333
1172470,Apex Legends,524.3333333333334
570,Dota 2,523.0166666666667
359550,Tom Clancy's Rainbow Six® Siege X,348.35
