appid,name,playtime_hours
851650,LOGistICAL: ABC Islands,4866.45
672150,LOGistICAL: Earth,4156.166666666667
8930,Sid Meier's Civilization V,2448.4333333333334
351030,Pixel Puzzles Ultimate Jigsaw Puzzles,1826.65
954270,LOGistICAL 2,1764.9833333333333
3000030,Gaiadon: Eternal Quest,1016.55
466560,Northgard,871.2166666666667
780290,Gloomhaven,795.1
573060,LOGistICAL,539.75
337150,Sentinels of the Multiverse,493.5
