appid,name,playtime_hours
730,Counter-Strike 2,12400.266666666666
10,Counter-Strike,11368.85
271590,Grand Theft Auto V Legacy,10296.2
227300,Euro Truck Simulator 2,10170.466666666667
2338770,NBA 2K24,10053.916666666666
1172470,Apex Legends,9632.75
559650,Witch It,9349.55
289070,Sid Meier's Civilization VI,9325.433333333332
470220,UNO,9323.85
335240,Transformice,9323.2
