appid,name,playtime_hours
49520,Borderlands 2,497.73333333333335
545820,Wanderland,324.05
50650,Darksiders II,242.35
208650,Batman™: Arkham Knight,211.41666666666666
209000,Batman™: Arkham Origins,207.66666666666666
8980,Borderlands GOTY,189.1
638970,Yakuza 0,174.91666666666666
1850570,DEATH STRANDING DIRECTOR'S CUT,172.25
55230,Saints Row: The Third,166.31666666666666
203140,Hitman: Absolution,147.88333333333333
