apiname,achieved,unlock_time
LOOK_AROUND,1,1606662557
STUDENT,1,1606666527
COTTAGE_DWELLER,1,1606668327
BOOKWORM,1,1606675528
WORK_LIFE,1,1606695417
COZY_DAY,1,1606787441
TASK_WIZZARD,1,1606909322
FLOW_MASTER,1,1607090120
