appid,name,playtime_hours
786520,SAO Utils: Beta,15001.883333333333
72200,Universe Sandbox Legacy,8887.983333333334
730,Counter-Strike 2,4471.683333333333
363970,Clicker Heroes,1392.3166666666666
381210,Dead by Daylight,1254.8666666666666
570,Dota 2,1231.85
218620,PAYDAY 2,1205.8833333333334
286160,Tabletop Simulator,1034.45
675560,NAVYFIELD,499.93333333333334
1554790,Coloring Game 4,388.8666666666667
