appid,name,playtime_hours
250900,The Binding of Isaac: Rebirth,11458.466666666667
431960,Wallpaper Engine,11405.133333333333
105600,Terraria,11089.066666666668
1091500,Cyberpunk 2077,10908.416666666666
3590,Plants vs. Zombies: Game of the Year,10702.983333333334
271590,Grand Theft Auto V Legacy,10163.85
367670,Controller Companion,8350.966666666667
1454400,Cookie Clicker,7787.3
960090,Bloons TD 6,5046.266666666666
322330,Don't Starve Together,4942.466666666666
