appid,name,playtime_hours
294100,RimWorld,1630.95
383080,Sakura Clicker,628.5333333333333
250900,The Binding of Isaac: Rebirth,404.8333333333333
377160,Fallout 4,389.55
72850,The Elder Scrolls V: Skyrim,359.4166666666667
362090,Siralim,336.23333333333335
414190,Junk Jack,304.56666666666666
105600,Terraria,284.21666666666664
457140,Oxygen Not Included,254.65
528230,SYNTHETIK,236.85
