appid,name,playtime_hours
1147690,NGU IDLE,15712.75
1591290,Tree Simulator 2022,10015.883333333333
72200,Universe Sandbox Legacy,9333.75
4000,Garry's Mod,8905.033333333333
1891700,Tap Ninja,6332.833333333333
313340,Mountain,3607.8333333333335
1013320,Firestone - Online Idle RPG,3202.4
2725560,Idle Fishing,2712.5833333333335
1916970,Tree Simulator 2023,2627.116666666667
3037410,Fish Idle 2: Underwater Mystery,2168.0
