appid,name,playtime_hours
672150,LOGistICAL: Earth,4641.316666666667
596650,Tap Adventure: Time Travel,2942.883333333333
44350,GRID 2,1911.1833333333334
255220,GRID Autosport,1118.3
954270,LOGistICAL 2,924.8166666666667
271590,Grand Theft Auto V Legacy,747.05
227300,Euro Truck Simulator 2,711.6166666666667
310560,DiRT Rally,581.7
573060,LOGistICAL,478.76666666666665
72850,The Elder Scrolls V: Skyrim,404.01666666666665
