appid,name,playtime_hours
1184370,Pathfinder: Wrath of the Righteous - Enhanced Edition,2014.6166666666666
1267910,Melvor Idle,1967.6666666666667
238960,Path of Exile,1666.1833333333334
1546320,Your Chronicle,1388.1833333333334
259680,Tales of Maj'Eyal,693.5833333333334
219990,Grim Dawn,593.3166666666667
640820,Pathfinder: Kingmaker,542.4166666666666
413150,Stardew Valley,448.4
201310,X3: Albion Prelude,439.5833333333333
1086940,Baldur's Gate 3,421.1
