appid,name,playtime_hours
4000,Garry's Mod,7792.383333333333
238960,Path of Exile,4343.066666666667
384300,CPUCores :: Maximize Your FPS,2000.4166666666667
402840,Crusaders of the Lost Idols,1446.5333333333333
313340,Mountain,1308.7333333333333
851650,LOGistICAL: ABC Islands,1166.9333333333334
730,Counter-Strike 2,1116.4666666666667
240,Counter-Strike: Source,733.55
675560,NAVYFIELD,500.68333333333334
582010,Monster Hunter: World,480.9
