appid,name,playtime_hours
500,Left 4 Dead,0.0
550,Left 4 Dead 2,0.0
105600,Terraria,0.0
206610,3SwitcheD,0.0
202970,Call of Duty: Black Ops II,0.0
202990,Call of Duty: Black Ops II - Multiplayer,0.0
212910,Call of Duty: Black Ops II - Zombies,0.0
238960,Path of Exile,0.0
253710,theHunter Classic,0.0
239070,Hammerwatch,0.0
