appid,name,playtime_hours
250900,The Binding of Isaac: Rebirth,537.35
1172620,Sea of Thieves,419.46666666666664
4000,Garry's Mod,319.25
526870,Satisfactory,272.9166666666667
2767030,Marvel Rivals,209.81666666666666
304930,Unturned,179.9
1818750,MultiVersus,166.86666666666667
218620,PAYDAY 2,158.7
291550,Brawlhalla,155.8
1419170,My Singing Monsters,139.46666666666667
