appid,name,playtime_hours
786520,SAO Utils: Beta,14695.566666666668
570,Dota 2,12694.066666666668
627690,Idle Champions of the Forgotten Realms,10574.983333333334
1591290,Tree Simulator 2022,9974.083333333334
72200,Universe Sandbox Legacy,8649.666666666666
4000,Garry's Mod,7293.8
851650,LOGistICAL: ABC Islands,2127.983333333333
313340,Mountain,1187.9333333333334
259080,Just Cause 2: Multiplayer Mod,770.7833333333333
363970,Clicker Heroes,764.2666666666667
