appid,name,playtime_hours
1454400,Cookie Clicker,13690.916666666666
960170,DJMAX RESPECT V,1450.2166666666667
72200,Universe Sandbox Legacy,1145.0
385770,Time Clickers,1031.25
504730,MOBIUS FINAL FANTASY,725.2166666666667
402840,Crusaders of the Lost Idols,518.9333333333333
346900,AdVenture Capitalist,414.23333333333335
253750,Ikaruga,366.98333333333335
363970,Clicker Heroes,358.4
464450,DoDonPachi Resurrection,351.0833333333333
