cluster,n_players,log_playtime_capped_median,achievement_count_median,ach_per_10h_nc_median,log_playtime_capped,achievement_count,ach_per_10h_nc,crafting_rank_median,combat_rank_median,exploration_rank_median,death_rank_median,leveling_rank_median,survival_rank_median,crafting_rank,combat_rank,exploration_rank,death_rank,leveling_rank,survival_rank
0,716,8.545763648259648,28.0,3.282985147472287,1.8491667411304284,14.0,4.964241178801328,0.6467909800520382,0.6580659150043365,0.674978317432784,0.6337814397224631,0.6767129228100607,0.6498265394622723,0.24913269731136156,0.17237640936686904,0.18451864700780574,0.2764527320034692,0.3055073720728534,0.16240242844752828
1,1157,6.0014148779611505,0.0,0.0,0.940649175706195,5.0,8.247422680412372,0.15546400693842152,0.17454466608846486,0.21205550737207285,0.18430182133564615,0.22419774501300954,0.22376409366869038,0.23200346921075451,0.20880312228967912,0.0,0.26084128360797915,0.0,0.0
